"","code","title","website","uni","country","city","lat","lon","xmin","ymin","xmax","ymax"
"287","MEGEI"," MA Economics of Globalisation and European Integration","http://www.ua.ac.be/egei","University of Economics","Czech Republic","Prague",50.0755381,14.4378005,-49.8822,-17.7942,18.8719,55.0027
"288","MEME"," Erasmus Mundus Master Programme in Evolutionary Biology","http://www.evobio.eu/","University of Montpellier 2","France","Montpellier",43.610769,3.876716,-73.1097,40.3736,19.6389,61.8586
"289","MEREMMC"," European MSc in Marine Environment and Resources","http://www.merconsortium.eu/","University of the Basque Country","Spain","Leioa",43.3267036,-2.990057,-4.9901,41.3267,7.5591,52.9097
"290","MFAMILY"," European Master in Social Work with Families and Children","http://www.mfamily.eu/","Makerere University","Uganda","Kampala",0.3475964,32.5825197,-11.1393,-1.6524,34.5825,60.97
"291","MONABIP"," Molecular Nano- and Biophotonics","http://www.monabiphot.ens-cachan.fr/","University of Wroclaw","Poland","Wroclaw",51.1078852,17.0385376,-5.7038,38.4168,19.0385,53.1079
"292","MUNDUS JOURNALISM"," Erasmus Mundus Masters Journalism, Media and Globalisation","http://www.mundusjournalism.com/","Swansea University","UK","Swansea",51.62144,-3.943646,-5.9436,49.5074,11.9937,55.5511
"293","MUNDUS URBANO"," Master of Science in International Cooperation and Urban Development","http://www.mundus-urbano.eu/","University of Rome Tor Vergata","Italy","Rome",41.9027835,12.4963655,0.1734,39.3851,14.4964,51.8728
"294","PERCCOM"," PERvasive Computing & COMmunications for Sustainable Development","http://perccom.univ-lorraine.fr/","Lappeenranta University of Technology","Finland","Lappeenranta",61.0549929,28.1896628,-1.6649,46.6921,30.1897,67.5848
"295","PlantHealth"," European Master degree in Plant Health in Sustainable Cropping Systems","http://planthealth.upv.es/","AgroParisTech","France","Paris",48.856614,2.3522219,-3.6778,37.4699,13.8768,53.5413
"296","QEM"," Models and Methods of Quantitative Economics","http://erasmusmundus-qem.univ-paris1.fr/","Ca' Foscari University of Venice","Italy","Venice",45.4408474,12.3155151,0.1734,39.3851,14.3155,54.0302
"297","SPACEMASTER"," EMMC in Space Science and Technology","http://www.spacemaster.eu/","Czech Technical University","Czech Republic","Prague",50.0755381,14.4378005,-2.6087,33.6895,141.6917,67.5848
"298","STEPS"," Erasmus Mundus Master Course in Sustainable Transportation and Electrical Power Systems","http://emmcsteps.uniovi.es/","Institute Polytechnic of Coimbra","Portugal","Coimbra",40.2048286,-8.4403573,-10.4404,38.2048,14.4964,54.9548
"299","SUSCOS"," Sustainable Constructions under Natural Hazards and Catastrophic Events","http://steel.fsv.cvut.cz/suscos/","University of Coimbra","Portugal","Coimbra",40.2048286,-8.4403573,-10.4404,38.2048,24.1567,67.5848
"300","TCCM"," Euromaster on Theoretical Chemistry and Computational Modelling","http://www.emtccm.org/","Catholic University of Leuven","Belgium","Leuven",50.8798438,4.7005176,-10.6291,37.4699,14.3908,55.2194
"301","TRIBOS"," Joint European master in tribology of surfaces and interfaces","http://www.master-tribos.eu/","Lulea University of Technology","Sweden","Lulea",65.584819,22.1567026,-10.4404,38.2048,24.1567,67.5848
"302","TROPIMUNDO"," Erasmus Mundus Masters Course in Tropical Biodiversity and Ecosystems","http://www.tropimundo.eu/","University of Florence","Italy","Florence",43.7695604,11.2558136,0.3522,-29.4954,155.012,52.8503
"303","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","Udine University","Italy","Udine",46.0710668,13.2345794,-11.1393,36.7223,15.2346,51.9844
"304","4CITIES"," UNICA Euromaster in Urban Studies","http://www.4cities.eu/","Autonomous University of Madrid","Spain","Madrid",40.4167754,-3.7037902,-5.7038,3.6761,18.3738,52.8503
"305","ADVANCES"," MA Advanced Development in Social Work","http://www.socialworkadvances.org/","Warsaw University","Poland","Warsaw",52.2296756,21.0122287,-11.1393,36.7223,23.0122,59.0488
"306","ASC"," Advanced Spectroscopy in Chemistry Master's Course","http://www.master-asc.org/","Lille1 University","France","Lille",50.62925,3.057256,1.0573,42.4949,26.9384,62.1699
"307","ASTROMUNDUS"," Astrophysics","http://www.astromundus.eu/","University of Rome Tor Vergata","Italy","Rome",41.9027835,12.4963655,-0.5959,39.9028,22.4489,53.5413
"308","CLE"," Master Erasmus Mundus en  en Cultures Litt̩raires Europ̩ennes","http://www.cle.unibo.it/site/","Cheikh Anta Diop University","Senegal","Dakar",14.7645042,-17.3660286,-19.366,12.7645,24.9444,50.5734
"309","CoMEM"," Erasmus Mundus MSC Coastal and Marine Engineering and Management","http://www.ntnu.edu/studies/mscomem","University of Southampton","UK","Southampton",50.9097004,-1.4043509,-3.4044,39.3851,12.3951,65.4305
"310","Dyclam"," Dynamics of cultural landscapes and heritage management","http://www.dyclam.eu/fr/","National Museum of Natural History","France","Paris",48.856614,2.3522219,-10.4043,37.6052,16.2681,50.8566
"311","EMGS"," Global Studies - A European Perspective","http://www.globalstudies-masters.info/","University of Wroclaw","Poland","Wroclaw",51.1078852,17.0385376,-2.1278,46.2082,19.0385,57.6419
"312","EMLE"," European Master in Law and Economics","http://www.emle.org/","University of Haifa","Israel","Haifa",32.7940463,34.989571,1.7174,17.076,74.8777,55.5511
"313","EMLex ","European Master in Lexicography","http://www.emlex.phil.uni-erlangen.de/","Roma Tre University","Italy","Rome",41.9027835,12.4963655,-10.5448,-35.9321,21.0402,54.1548
"314","EMQAL"," European Joint Master in Quality in Analytical Laboratories","http://www.emqal.org/","Gdansk University of Technology","Poland","Gdansk",54.3520252,18.6466384,-9.9304,34.5271,20.6466,62.3913
"315","EMSHIP"," European Education in Advanced Ship Design","http://www.emship.eu/","University of Genova","Italy","Genova",44.4056499,8.946256,-3.5536,42.4056,30.008,56.0924
"316","EPOG"," Master's Course - Economic Policies in the age of Globalisation : knowledge, finance and development","http://www.epog.eu/","University of Turin","Italy","Turin",45.070312,7.6868565,-2.3007,-28.2041,30.0473,54.52
"317","EUCOMOR"," European Master in Comparative Morphology","http://www.eucomor.net/","University of Naples Federico II","Italy","Napoli",40.8517746,14.2681244,2.4025,38.8518,18.9252,54.4064
"318","EUROPHOTONICS"," Master in Photonics Engineering, Nanophotonics and Biophotonics","http://www.europhotonics.org/wordpress/","University of Barcelona","Spain","Barcelona",41.3850639,2.1734035,0.1734,39.3851,27.2797,56.6872
"319","EU4M - EMMC"," EMMC Mechatronic Engineering","http://www.eu4m.eu/","Ivanovo State Power Engineering University","Russia","Ivanovo",57.0050671,40.9766453,-7.8494,28.0131,42.9766,59.0051
"320","IMAE"," International Master in Applied Ecology","http://www.emmc-imae.org/","Federal University of Rio Grande do Sul","Brazil","Porto Alegre",-30.0346471,-51.2176584,-53.2177,-32.0346,12.1228,56.3233
"321","IMQP"," Erasmus Mundus Master in Quaternary and Prehistory","https://sites.google.com/a/unife.it/quaternary-prehistory/","National Museum of Natural History","France","Paris",48.856614,2.3522219,-10.4043,37.6052,13.6198,50.8566
"322","IMRCEES"," International Masters in Russian, Central and East European Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/","KIMEP University","Kazakhstan","Almaty",43.2220146,76.8512485,-6.2518,39.7151,78.8512,60.3776
"323","IMRD"," International Master of Science in Rural Development","http://www.imrd.ugent.be/","Ghent University","Belgium","Ghent",51.0543422,3.7174243,-3.6778,41.7228,20.0764,54.52
"324","LCT"," European Masters Program in Language and Communication Technologies","http://www.lct-master.org/","University of Trento","Italy","Trento",46.0747793,11.1217486,-3.9812,33.8956,16.4869,55.2194
"325","MAMASELF"," Master in material science exploring European large scale facilities","http://www.mamaself.eu/","University of Montpellier","France","Montpellier",43.610769,3.876716,-3.6778,41.6108,13.582,50.1351
"326","MATHMODS"," Mathematical Modelling in Engineering: Theory, Numerics, Applications","http://www.mathmods.eu/","University of Nice - Sophia Antipolis","France","Nice",43.7101728,7.2619532,0.1734,39.3851,20.6466,56.352
"327","ME3"," European Joint Masters in Management and Engineering of Environment and Energy","http://www.emn.fr/z-de/me3-site/","Nantes Mining University","France","Nantes",47.218371,-1.553621,-7.9301,38.4168,21.0402,61.3293
"328","MEEES"," Masters in Earthquake Engineering and Engineering Seismology","http://www.meees.org/","University of Potsdam","Germany","Potsdam",52.3905689,13.0644729,3.7245,36.2466,34.8597,54.401
"329","MEGEI"," MA Economics of Globalisation and European Integration","http://www.ua.ac.be/egei","Lille University","France","Lille",50.62925,3.057256,-49.8822,-17.7942,18.8719,55.0027
"330","MEME"," Erasmus Mundus Master Programme in Evolutionary Biology","http://www.evobio.eu/","Harvard University","USA","Cambridge",42.3736158,-71.1097335,-73.1097,40.3736,19.6389,61.8586
"331","MONABIP"," Molecular Nano- and Biophotonics","http://www.monabiphot.ens-cachan.fr/","Paris Descartes University - Paris 5","France","Paris",48.856614,2.3522219,-5.7038,38.4168,19.0385,53.1079
"332","PlantHealth"," European Master degree in Plant Health in Sustainable Cropping Systems","http://planthealth.upv.es/","Montpellier SupAgro","France","Montpellier",43.610769,3.876716,-3.6778,37.4699,13.8768,53.5413
"333","SPACEMASTER"," EMMC in Space Science and Technology","http://www.spacemaster.eu/","Aalto University","Finland","Helsinki",60.1698557,24.938379,-2.6087,33.6895,141.6917,67.5848
"334","SUSCOS"," Sustainable Constructions under Natural Hazards and Catastrophic Events","http://steel.fsv.cvut.cz/suscos/","Politehnica University of Timisoara","Romania","Timisoara",45.7488716,21.2086793,-10.4404,38.2048,24.1567,67.5848
"335","TCCM"," Euromaster on Theoretical Chemistry and Computational Modelling","http://www.emtccm.org/","University of Perugia","Italy","Perugia",43.1107168,12.3908279,-10.6291,37.4699,14.3908,55.2194
"336","TROPIMUNDO"," Erasmus Mundus Masters Course in Tropical Biodiversity and Ecosystems","http://www.tropimundo.eu/","Universit̩ de Dschang","Cameroon","Dschang",5.4459387,10.0471549,0.3522,-29.4954,155.012,52.8503
"337","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","University of Turin","Italy","Turin",45.070312,7.6868565,-11.1393,36.7223,15.2346,51.9844
"338","4CITIES"," UNICA Euromaster in Urban Studies","http://www.4cities.eu/","Complutense University of Madrid","Spain","Madrid",40.4167754,-3.7037902,-5.7038,3.6761,18.3738,52.8503
"339","EMLE"," European Master in Law and Economics","http://www.emle.org/","University of Hamburg","Germany","Hamburg",53.5510846,9.9936818,1.7174,17.076,74.8777,55.5511
"340","EMLex ","European Master in Lexicography","http://www.emlex.phil.uni-erlangen.de/","University of Santiago de Compostela","Spain","Santiago de Compostela",42.8782132,-8.5448445,-10.5448,-35.9321,21.0402,54.1548
"341","EMSHIP"," European Education in Advanced Ship Design","http://www.emship.eu/","West Pomeranian University of Technology","Poland","Szczecin",53.4285438,14.5528116,-3.5536,42.4056,30.008,56.0924
"342","EUROPHOTONICS"," Master in Photonics Engineering, Nanophotonics and Biophotonics","http://www.europhotonics.org/wordpress/","Institute of Photonic Sciences","Spain","Barcelona",41.3850639,2.1734035,0.1734,39.3851,27.2797,56.6872
"343","IMRCEES"," International Masters in Russian, Central and East European Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/","Ilia State University","Georgia","Tbilisi",41.7151377,44.827096,-6.2518,39.7151,78.8512,60.3776
"344","LCT"," European Masters Program in Language and Communication Technologies","http://www.lct-master.org/","Saarland University","Germany","Saarbrücken",49.2401572,6.9969327,-3.9812,33.8956,16.4869,55.2194
"345","MEGEI"," MA Economics of Globalisation and European Integration","http://www.ua.ac.be/egei","University of Cantabria","Spain","Santander",43.4623057,-3.8099803,-49.8822,-17.7942,18.8719,55.0027
"346","PlantHealth"," European Master degree in Plant Health in Sustainable Cropping Systems","http://planthealth.upv.es/","University of Padova","Italy","Padova",45.4064349,11.8767611,-3.6778,37.4699,13.8768,53.5413
"347","SPACEMASTER"," EMMC in Space Science and Technology","http://www.spacemaster.eu/","Paul Sabatier University","France","Toulouse",43.604652,1.444209,-2.6087,33.6895,141.6917,67.5848
"348","SUSCOS"," Sustainable Constructions under Natural Hazards and Catastrophic Events","http://steel.fsv.cvut.cz/suscos/","Lulea University of Technology","Sweden","Lulea",65.584819,22.1567026,-10.4404,38.2048,24.1567,67.5848
"349","TCCM"," Euromaster on Theoretical Chemistry and Computational Modelling","http://www.emtccm.org/","Paul Sabatier University","France","Toulouse",43.604652,1.444209,-10.6291,37.4699,14.3908,55.2194
"350","TROPIMUNDO"," Erasmus Mundus Masters Course in Tropical Biodiversity and Ecosystems","http://www.tropimundo.eu/","Universiti Malaysia Terengganu","Malaysia","Kuala Terengganu",5.329624,103.1370142,0.3522,-29.4954,155.012,52.8503
"351","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","University of Lisbon","Portugal","Lisbon",38.7222524,-9.1393366,-11.1393,36.7223,15.2346,51.9844
"352","EMLE"," European Master in Law and Economics","http://www.emle.org/","Indira Gandhi Institute of Development Research","India","Mumbai",19.0759837,72.8776559,1.7174,17.076,74.8777,55.5511
"353","EMLex ","European Master in Lexicography","http://www.emlex.phil.uni-erlangen.de/","Stellenbosch University","South Africa","Stellenbosch",-33.9321045,18.860152,-10.5448,-35.9321,21.0402,54.1548
"354","EUROPHOTONICS"," Master in Photonics Engineering, Nanophotonics and Biophotonics","http://www.europhotonics.org/wordpress/","École centrale de Marseille","France","Marseille",43.296482,5.36978,0.1734,39.3851,27.2797,56.6872
"355","IMRCEES"," International Masters in Russian, Central and East European Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/","Lobachevsky State University of Nizhni Novgorod","Russia","Nizhni Novgorod",56.2965039,43.9360589,-6.2518,39.7151,78.8512,60.3776
"356","LCT"," European Masters Program in Language and Communication Technologies","http://www.lct-master.org/","Charles University in Prague","Czech Republic","Prague",50.0755381,14.4378005,-3.9812,33.8956,16.4869,55.2194
"357","MEGEI"," MA Economics of Globalisation and European Integration","http://www.ua.ac.be/egei","Free University of Brussels","Belgium","Brussels",50.8503396,4.3517103,-49.8822,-17.7942,18.8719,55.0027
"358","SPACEMASTER"," EMMC in Space Science and Technology","http://www.spacemaster.eu/","University of Tokyo","Japan","Tokyo",35.6894875,139.6917064,-2.6087,33.6895,141.6917,67.5848
"359","TCCM"," Euromaster on Theoretical Chemistry and Computational Modelling","http://www.emtccm.org/","University of Porto","Portugal","Porto",41.1579438,-8.6291053,-10.6291,37.4699,14.3908,55.2194
"360","TROPIMUNDO"," Erasmus Mundus Masters Course in Tropical Biodiversity and Ecosystems","http://www.tropimundo.eu/","University of Queensland","Australia","Brisbane",-27.4697707,153.0251235,0.3522,-29.4954,155.012,52.8503
"361","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","Technical University of Madrid","Spain","Madrid",40.4167754,-3.7037902,-11.1393,36.7223,15.2346,51.9844
"362","EMLE"," European Master in Law and Economics","http://www.emle.org/","University of Vienna","Austria","Vienna",48.2081743,16.3738189,1.7174,17.076,74.8777,55.5511
"363","EMLex ","European Master in Lexicography","http://www.emlex.phil.uni-erlangen.de/","University of Hildesheim","Germany","Hildesheim",52.154778,9.9579652,-10.5448,-35.9321,21.0402,54.1548
"364","EUROPHOTONICS"," Master in Photonics Engineering, Nanophotonics and Biophotonics","http://www.europhotonics.org/wordpress/","Vilnius University","Lithuania","Vilnius",54.6871555,25.2796514,0.1734,39.3851,27.2797,56.6872
"365","IMRCEES"," International Masters in Russian, Central and East European Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imrcees/","National University of Kyiv-Mohyla Academy","Ukraine","Kiev",50.4501,30.5234,-6.2518,39.7151,78.8512,60.3776
"366","MEGEI"," MA Economics of Globalisation and European Integration","http://www.ua.ac.be/egei","University of Brasilia","Brazil","Brasilia",-15.7942287,-47.8821658,-49.8822,-17.7942,18.8719,55.0027
"367","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","School of Agronomy ̐ University of Lisbon","Portugal","Lisbon",38.7222524,-9.1393366,-11.1393,36.7223,15.2346,51.9844
"368","EMLE"," European Master in Law and Economics","http://www.emle.org/","Warsaw School of Economics","Poland","Warsaw",52.2296756,21.0122287,1.7174,17.076,74.8777,55.5511
"369","EMLex ","European Master in Lexicography","http://www.emlex.phil.uni-erlangen.de/","Institute of German Language","Germany","Mannheim",49.4874592,8.4660395,-10.5448,-35.9321,21.0402,54.1548
"370","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","Polytechnic University of Madrid","Spain","Madrid",40.4167754,-3.7037902,-11.1393,36.7223,15.2346,51.9844
"371","VINIFERA"," European Master of Science of Viticulture and Enology","http://vinifera-euromaster.eu/","University of Turin","Italy","Turin",45.070312,7.6868565,-11.1393,36.7223,15.2346,51.9844
"372","BDMA"," Big Data Management and Analytics","http://bdma.univ-tours.fr/bdma/","Free University of Brussels","Belgium","Brussels",50.8503396,4.3517103,1.1734035,40.3850639,5.3517103,51.8503396
"373","BDMA"," Big Data Management and Analytics","http://bdma.univ-tours.fr/bdma/","Polytechnic University of Catalonia","Spain","Barcelona",41.3850639,2.1734035,1.1734035,40.3850639,5.3517103,51.8503396
"374","BDMA"," Big Data Management and Analytics","http://bdma.univ-tours.fr/bdma/","Free University of Brussels","Belgium","Brussels",50.8503396,4.3517103,1.1734035,40.3850639,5.3517103,51.8503396
"375","BDMA"," Big Data Management and Analytics","http://bdma.univ-tours.fr/bdma/","Polytechnic University of Catalonia","Spain","Barcelona",41.3850639,2.1734035,1.1734035,40.3850639,5.3517103,51.8503396
"376","EM3E4SW","Erasmus Mundus Master in Membrane Engineering for a Sustainable World","http://em3e-4sw.eu/em3e/index.php","University of Twente","Netherlands","Twente",52.0638598,5.1376647,-10.1393366,37.7222524,15.4378005,53.0638598
"377","EM3E4SW","Erasmus Mundus Master in Membrane Engineering for a Sustainable World","http://em3e-4sw.eu/em3e/index.php","Universidade Nova de Lisboa","Portugal","Lisbon",38.7222524,-9.1393366,-10.1393366,37.7222524,15.4378005,53.0638598
"378","EM3E4SW","Erasmus Mundus Master in Membrane Engineering for a Sustainable World","http://em3e-4sw.eu/em3e/index.php","Universidad de Zaragoza","Spain","Zaragoza",41.6488696,-0.8897421,-10.1393366,37.7222524,15.4378005,53.0638598
"379","EM3E4SW","Erasmus Mundus Master in Membrane Engineering for a Sustainable World","http://em3e-4sw.eu/em3e/index.php","University of Chemistry and Technology Prague","Czech Republic","Prague",50.0755381,14.4378005,-10.1393366,37.7222524,15.4378005,53.0638598
"380","EM3E4SW","Erasmus Mundus Master in Membrane Engineering for a Sustainable World","http://em3e-4sw.eu/em3e/index.php","Université Toulouse 3 Paul Sabatier","France","Toulouse",43.604652,1.444209,-10.1393366,37.7222524,15.4378005,53.0638598
"381","EM3E4SW","Erasmus Mundus Master in Membrane Engineering for a Sustainable World","http://em3e-4sw.eu/em3e/index.php","Université de Montpellier","France","Montpellier",43.610769,3.876716,-10.1393366,37.7222524,15.4378005,53.0638598
"382","EMCL+","European Master in Clinical Linguistics+","http://emcl.eu/","University of Groningen","Netherlands","Groningen",53.2193835,6.5665018,5.5665018,51.3905689,30.7635719,63.6010155
"383","EMCL+","European Master in Clinical Linguistics+","http://emcl.eu/","University of Potsdam","Germany","Potsdam",52.3905689,13.0644729,5.5665018,51.3905689,30.7635719,63.6010155
"384","EMCL+","European Master in Clinical Linguistics+","http://emcl.eu/","University of Eastern Finland","Finland","Joensuu",62.6010155,29.7635719,5.5665018,51.3905689,30.7635719,63.6010155
"385","EPH+","EuroPubHealth Plus (European Master in Public Health)","http://www.europubhealth.org/","University of Granada","Spain","Granada",37.1773363,-3.5985571,-4.5985571,36.1773363,20.9449799,54.381129
"386","EPH+","EuroPubHealth Plus (European Master in Public Health)","http://www.europubhealth.org/","University of Sheffield","UK","Sheffield",53.381129,-1.470085,-4.5985571,36.1773363,20.9449799,54.381129
"387","EPH+","EuroPubHealth Plus (European Master in Public Health)","http://www.europubhealth.org/","École des Hautes Études en Santé Publique (EHESP)","France","Paris",48.856614,2.3522219,-4.5985571,36.1773363,20.9449799,54.381129
"388","EPH+","EuroPubHealth Plus (European Master in Public Health)","http://www.europubhealth.org/","Jagiellonian University Medical College","Poland","Krakow",50.0646501,19.9449799,-4.5985571,36.1773363,20.9449799,54.381129
"389","EPH+","EuroPubHealth Plus (European Master in Public Health)","http://www.europubhealth.org/","University of Rennes 1","France","Rennes",48.117266,-1.6777926,-4.5985571,36.1773363,20.9449799,54.381129
"390","EPH+","EuroPubHealth Plus (European Master in Public Health)","http://www.europubhealth.org/","Maastricht University","Netherlands","Maastricht",50.8513682,5.6909725,-4.5985571,36.1773363,20.9449799,54.381129
"391","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","University of Johannesburg","South Africa","Johannesburg",-26.2041028,28.0473051,-55.6202365,-27.2041028,32.2357116,51.8798438
"392","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","Université de Ouagadougou","Burkina Faso","Ouagadougou",12.3714277,-1.5196603,-55.6202365,-27.2041028,32.2357116,51.8798438
"393","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","Cairo University","Egypt","Cairo",30.0444196,31.2357116,-55.6202365,-27.2041028,32.2357116,51.8798438
"394","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","Universidade Catolica Dom Bosco","Brazil","Campo Grande",-20.4697645,-54.6202365,-55.6202365,-27.2041028,32.2357116,51.8798438
"395","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","Université Paris 1 Panthéon Sorbonne","France","Paris",48.856614,2.3522219,-55.6202365,-27.2041028,32.2357116,51.8798438
"396","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","Catholic University of Leuven","Belgium","Leuven",50.8798438,4.7005176,-55.6202365,-27.2041028,32.2357116,51.8798438
"397","ESTeDe","Extended Sustainable Territorial Development","http://www.em-stede.eu/","University of Padua","Italy","Padova",45.4064349,11.8767611,-55.6202365,-27.2041028,32.2357116,51.8798438
"398","EuroAquae+","Euro HydroInformatics and Water Management","http://master.euroaquae.eu/","University of Nice-Sophia Antipolis","France","Nice",43.7101728,7.2619532,-100.133208,-32.6106578,127.7052062,55.978252
"399","EuroAquae+","Euro HydroInformatics and Water Management","http://master.euroaquae.eu/","Technical University of Catalonia","Spain","Barcelona",41.3850639,2.1734035,-100.133208,-32.6106578,127.7052062,55.978252
"400","EuroAquae+","Euro HydroInformatics and Water Management","http://master.euroaquae.eu/","Brandenburg University of Technology at Cottbus","Germany","Cottbus",51.7563108,14.3328679,-100.133208,-32.6106578,127.7052062,55.978252
"401","EuroAquae+","Euro HydroInformatics and Water Management","http://master.euroaquae.eu/","Newcastle University","UK","Newcastle",54.978252,-1.61778,-100.133208,-32.6106578,127.7052062,55.978252
"402","EuroAquae+","Euro HydroInformatics and Water Management","http://master.euroaquae.eu/","Warsaw University of Technology","Poland","Warsaw",52.2296756,21.0122287,-100.133208,-32.6106578,127.7052062,55.978252
"403","G-MINDES","European Master in the Psychology of Global Mobility, Inclusion and Diversity in Society","http://global-minds.eu/","Lisbon University Institute (ISCTE-IUL)","Portugal","Lisbon",38.7222524,-9.1393366,-10.1393366,37.7222524,29.9783589,60.9138688
"404","G-MINDES","European Master in the Psychology of Global Mobility, Inclusion and Diversity in Society","http://global-minds.eu/","University of Oslo","Norway","Oslo",59.9138688,10.7522454,-10.1393366,37.7222524,29.9783589,60.9138688
"405","G-MINDES","European Master in the Psychology of Global Mobility, Inclusion and Diversity in Society","http://global-minds.eu/","University of Social Sciences and Humanities","Poland","Warsaw",52.2296756,21.0122287,-10.1393366,37.7222524,29.9783589,60.9138688
"406","G-MINDES","European Master in the Psychology of Global Mobility, Inclusion and Diversity in Society","http://global-minds.eu/","Koç University","Turkey","Istanbul",41.0082376,28.9783589,-10.1393366,37.7222524,29.9783589,60.9138688
"407","G-MINDES","European Master in the Psychology of Global Mobility, Inclusion and Diversity in Society","http://global-minds.eu/","University of Limerick","Ireland","Limerick",52.6680204,-8.6304975,-10.1393366,37.7222524,29.9783589,60.9138688
"408","GLOCAL","Global Markets, Local Creativities","http://www.gla.ac.uk/postgraduate/erasmusmundus/glocal/","University of Glasgow","UK","Glasgow",55.864237,-4.251806,-5.251806,40.3850639,10.9158035,56.864237
"409","GLOCAL","Global Markets, Local Creativities","http://www.gla.ac.uk/postgraduate/erasmusmundus/glocal/","Universitat de Barcelona","Spain","Barcelona",41.3850639,2.1734035,-5.251806,40.3850639,10.9158035,56.864237
"410","GLOCAL","Global Markets, Local Creativities","http://www.gla.ac.uk/postgraduate/erasmusmundus/glocal/","Erasmus University Rotterdam","Netherlands","Rotterdam",51.9244201,4.4777325,-5.251806,40.3850639,10.9158035,56.864237
"411","GLOCAL","Global Markets, Local Creativities","http://www.gla.ac.uk/postgraduate/erasmusmundus/glocal/","University of Göttingen","Germany","Göttingen",51.5412804,9.9158035,-5.251806,40.3850639,10.9158035,56.864237
"412","GLODEP","EMJMD International Development Studies","http://glodep.eu/","Palacký University Olomouc","Czech Republic","Olomouc",49.593778,17.2508787,2.087025,44.1847248,18.2508787,50.593778
"413","GLODEP","EMJMD International Development Studies","http://glodep.eu/","Université Clermont Auvergne","France","Clermont-Ferrand",45.777222,3.087025,2.087025,44.1847248,18.2508787,50.593778
"414","GLODEP","EMJMD International Development Studies","http://glodep.eu/","University of Pavia","Italy","Pavia",45.1847248,9.1582069,2.087025,44.1847248,18.2508787,50.593778
"415","IDOH","International Master of Science in Infectious Diseases and One Health","http://infectious-diseases-one-health.eu/#services-tou","Université de Tours","France","Loire Valley",47.5532402,1.0105289,-4.188267,40.3850639,3.1734035,56.953252
"416","IDOH","International Master of Science in Infectious Diseases and One Health","http://infectious-diseases-one-health.eu/#services-tou","Autonomous University of Barcelona","Spain","Barcelona",41.3850639,2.1734035,-4.188267,40.3850639,3.1734035,56.953252
"417","IDOH","International Master of Science in Infectious Diseases and One Health","http://infectious-diseases-one-health.eu/#services-tou","University of Edinburgh","Scotland","Edinburgh",55.953252,-3.188267,-4.188267,40.3850639,3.1734035,56.953252
"418","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","Ghent University","Belgium","Ghent",51.0543422,3.7174243,-10.0567905,36.0179538,14.518915,61.3912628
"419","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","University of Pierre and Marie Curie","France","Paris",48.856614,2.3522219,-10.0567905,36.0179538,14.518915,61.3912628
"420","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","University of the Algarve","Portugal","Algarve",37.0179538,-7.930834,-10.0567905,36.0179538,14.518915,61.3912628
"421","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","University of Oviedo","Spain","Oviedo",43.3619145,-5.8493887,-10.0567905,36.0179538,14.518915,61.3912628
"422","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","Galway-Mayo Institute of Technology","Ireland","Galway",53.270668,-9.0567905,-10.0567905,36.0179538,14.518915,61.3912628
"423","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","University of the Basque Country","Spain","Bilbao",43.2630126,-2.9349852,-10.0567905,36.0179538,14.518915,61.3912628
"424","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","Marche Polytechnic University","Italy","Ancona",43.6158299,13.518915,-10.0567905,36.0179538,14.518915,61.3912628
"425","IMBRSea","International Master in Marine Biological Resources","http://www.imbrsea.eu/","University of Bergen","Norway","Bergen",60.3912628,5.3220544,-10.0567905,36.0179538,14.518915,61.3912628
"426","IMSISS","International Master in Security, Intelligence and Strategic Studies","http://www.gla.ac.uk/postgraduate/erasmusmundus/imsiss/","Charles University","Czech Republic","Prague",50.0755381,14.4378005,-7.2603097,48.0134297,15.4378005,56.864237
