	variable	value	citibike_station_id	label
1019	6	0	259	South St & Whitehall St
1061	6	0	260	Broad St & Bridge St
1088	6	0.87	263	Elizabeth St & Hester St
1104	6	0.33	264	Maiden Ln & Pearl St
1123	6	8.07	265	Stanton St & Chrystie St
1154	6	19.3	266	Avenue D & E 8 St
1172	6	8.51	268	Howard St & Centre St
1199	6	2.29	276	Duane St & Greenwich St
1223	6	0.65	280	E 10 St & 5 Ave
1253	6	0	281	Grand Army Plaza & Central Park S
1276	6	2.4	284	Greenwich Ave & 8 Ave
1314	6	0	285	Broadway & E 14 St
1341	6	17.99	291	Madison St & Montgomery St
1364	6	25.96	293	Lafayette St & E 8 St
1392	6	6.32	295	Pike St & E Broadway
1411	6	0	296	Division St & Bowery
1432	6	1.85	297	E 15 St & 3 Ave
1460	6	0.52	300	Cooper Square & E 7 St
1484	6	1.42	301	E 2 St & Avenue B
1513	6	6.54	302	Avenue D & E 3 St
1540	6	0.65	303	Mercer St & Spring St
1580	6	0	304	Broadway & Battery Pl
1594	6	1.09	305	E 58 St and 3 Ave
1614	6	1.2	306	Cliff St & Fulton St
1653	6	6.98	307	Canal St & Rutgers St
1671	6	4.03	308	St James Pl & Oliver St
1693	6	3.38	309	Murray St & West St
1718	6	11.56	311	Norfolk St & Broome St
1749	6	19.96	312	Allen St & E Houston St
1780	6	0	315	South St & Gouverneur Ln
1802	6	0	316	Fulton St & William St
1821	6	4.47	317	E 6 St & Avenue B
1857	6	0.98	319	Park Pl & Church St
1885	6	0	320	Church St & Leonard St
1917	6	2.51	325	E 19 St & 3 Ave
1944	6	4.25	326	E 11 St & 1 Ave
1967	6	2.51	327	Vesey Pl & River Terrace
1994	6	15.27	328	Watts St & Greenwich St
2021	6	2.4	329	Greenwich St & N Moore St
2040	6	0.44	330	Reade St & Broadway
2068	6	10.36	331	Pike St & Monroe St
2083	6	12.76	332	Cherry St
2120	6	0.76	334	W 20 St & 7 Ave
2153	6	0.11	335	Washington Pl & Broadway
2184	6	0	336	Sullivan St & Washington Sq
2198	6	0	337	Old Slip & Front St
2225	6	26.83	339	Avenue D & E 12 St
2243	6	0.22	340	Madison St & Clinton St
2263	6	29.77	341	Stanton St & Mangin St
2289	6	6.87	342	Columbia St & Rivington St
2322	6	0	345	W 13 St & 6 Ave
2349	6	0	346	Bank St & Hudson St
2378	6	0.98	347	W Houston St & Hudson St
2409	6	0.87	348	W Broadway & Spring St
2419	6	4.8	349	Rivington St and Ridge St
2445	6	12.21	350	Clinton St & Grand St
2477	6	0.76	351	Front St & Maiden Ln
2499	6	20.28	352	W 56 St & 6 Ave
2531	6	0	355	Bayard St & Baxter St
2554	6	17.99	356	Bialystoker Pl & Delancey St
2576	6	0	357	E 11 St & Broadway
2608	6	2.18	358	Christopher St & Greenwich St
2634	6	0	359	E 47 St & Park Av
2660	6	0	360	William St & Pine St
2688	6	10.36	361	Allen St & Hester St
2715	6	0.65	362	Broadway & W 37 St
2738	6	0.22	363	West Thames St
2769	6	0	367	E 53 St and Lexington Ave
2787	6	0.33	368	Carmine St & 6 Ave
2814	6	0	369	Washington Pl & 6 Ave
2838	6	3.27	375	Mercer St & Bleecker St
2871	6	0	376	John St & William St
2902	6	0	377	6 Ave & Canal St
2925	6	0.11	379	W 31 St & 7 Ave
2960	6	0	380	W 4 St & 7 Ave S
2979	6	0.98	382	University Pl & E 14 St
2998	6	0.11	383	Greenwich Ave & 7 Ave
3024	6	2.18	385	E 55 St & 2 Ave
3055	6	0	386	Centre St & Worth St
3078	6	1.31	387	Centre St & Chambers St
3105	6	0.65	388	W 26 St & 10 Ave
3136	6	7.52	393	E 5 St & Avenue C
3171	6	0.44	394	E 9 St & Avenue C
3198	6	50.49	400	Pitt St & Stanton St
3209	6	21.59	401	Allen St & Rivington St
3240	6	0.93	402	Broadway & E 22 St
3251	6	0	405	Washington St & Gansevoort St
3290	6	23.45	408	Market St & Cherry St
3312	6	12.43	410	Suffolk St & Stanton St
3344	6	9.38	411	E 6 St & Avenue D
3358	6	2.73	412	Forsyth St & Canal St
3398	6	0	415	Pearl St & Hanover Square
3431	6	3.6	417	Barclay St & Church St
3435	6	0	422	W 59 St & 10 Ave
3465	6	0	423	W 54 St & 9 Ave
3492	6	2.62	426	West St & Chambers St
3519	6	0	427	State St
3543	6	0.33	428	E 3 St & 1 Ave
3573	6	11.67	432	E 7 St & Avenue A
3591	6	5.23	433	E 13 St & Avenue A
3615	6	0.65	434	9 Ave & W 18 St
3645	6	0.44	435	W 21 St & 6 Ave
3682	6	2.18	438	St Marks Pl & 1 Ave
3709	6	0.65	439	E 4 St & 2 Ave
3720	6	0.55	440	E 45 St & 3 Ave
3754	6	0.65	441	E 52 St & 2 Ave
3772	6	20.94	442	W 27 St & 7 Ave
3808	6	0.65	444	Broadway & W 24 St
3835	6	2.94	445	E 10 St & Avenue A
3853	6	9.81	446	W 24 St & 7 Ave
3880	6	0.11	447	8  Ave & W 52 St
3902	6	13.63	448	W 37 St & 10 Ave
3929	6	0	449	52 St & 9 Ave
3976	6	5.67	453	W 22 St & 8 Ave
3996	6	1.85	455	1 Ave & E 44 St
4018	6	0.33	456	E 53 St & Madison Ave
4033	6	0	457	Broadway & W 57 St
4063	6	0	458	W 22 St & 11 Ave
4086	6	0	459	W 18 St & 11 Ave
4118	6	2.51	461	E 20 St & 2 Ave
4140	6	5.78	462	W 22 St & 10 Ave
4174	6	2.18	463	9 Ave & W 16 St
4209	6	22.25	465	Broadway & W 41 St
4238	6	0	466	W 25 St & 6 Ave
4247	6	0	468	Broadway & W 55 St
4283	6	0	469	Broadway & W 53 St
4302	6	0.22	470	W 20 St & 8 Ave
4330	6	0	472	E 32 St & Park Av
4357	6	6.98	473	Rivington St & Chrystie St
4375	6	0	474	5 Ave & E 29 St
4402	6	0.11	475	E 16 St & Irving Pl
4434	6	0.55	476	E 31 St & 3 Ave
4465	6	0	477	W 41 St & 8 Ave
4497	6	3.71	478	11 Ave & W 41 St
4515	6	0	479	9 Ave & W 45 St
4546	6	3.71	480	W 53 St & 10 Ave
4574	6	1.31	482	W 15 St & 7 Ave
4579	6	3.49	483	E 12 St & 3 Ave
4610	6	0	484	W 44 St & 5 Ave
4637	6	0	485	W 37 St & 5 Ave
4660	6	0	486	Broadway & W 29 St
4687	6	13.74	487	E 20 St & FDR Drive
4714	6	0	488	W 39 St & 9 Ave
4749	6	0.65	489	10 Ave & W 28 St
4768	6	0.65	490	W 33 St & 8 Ave
4791	6	0	491	E 24 St & Park Ave S
4814	6	0	492	W 33 St & 7 Ave
4840	6	0	493	W 45 St & 6 Ave
4866	6	1.53	494	W 26 St & 8 Ave
4894	6	3.16	495	W 47 St & 10 Ave
4918	6	0.33	496	E 16 St & 5 Ave
4946	6	0	497	E 17 St & Broadway
4992	6	0.11	498	Broadway & W 32 St
5016	6	0.11	499	Broadway & W 60 St
5035	6	0	500	Broadway & W 51 St
5062	6	0.22	501	FDR Drive & E 35 St
5088	6	0.11	503	E 20 St & Park Ave
5116	6	20.5	504	1 Ave & E 15 St
5137	6	0.33	505	6 Ave & W 33 St
5159	6	0.11	507	E 25 St & 2 Ave
5193	6	18.21	508	W 46 St & 11 Ave
5203	6	0.55	509	9 Ave & W 22 St
5230	6	35.99	510	W 51 St & 6 Ave
5277	6	3.16	511	E 14 St & Avenue B
5296	6	1.53	513	W 56 St & 10 Ave
5318	6	4.36	514	12 Ave & W 40 St
5341	6	4.03	515	W 43 St & 10 Ave
5368	6	5.89	516	E 47 St & 1 Ave
5395	6	0.65	517	Pershing Square S
5413	6	0	518	E 39 St & 2 Ave
5441	6	0	519	Pershing Square N
5481	6	0.76	520	W 52 St & 5 Ave
5508	6	0.22	521	8 Ave & W 31 St
5525	6	14.5	522	E 51 St & Lexington Ave
5548	6	0.33	523	W 38 St & 8 Ave
5570	6	1.64	524	W 43 St & 6 Ave
5591	6	0.22	525	W 34 St & 11 Ave
5618	6	1.09	526	E 33 St & 5 Ave
5647	6	0.33	527	E 33 St & 1 Ave
5669	6	0.76	528	2 Ave & E 30 St
5706	6	0	529	W 42 St & 8 Ave
5725	6	9.81	530	11 Av & 59 St
5747	6	3.05	531	Forsyth St & Broome St
5787	6	0	533	Broadway & W 39 St
5814	6	0	534	Water - Whitehall Plaza
5836	6	5.56	536	1 Ave & E 30 St
5863	6	5.23	537	Lexington Ave & E 24 St
5891	6	0	540	Lexington Ave & E 26 St
5926	6	26.72	545	E 23 St & 1 Ave
5940	6	0	546	E 30 St & Park Ave S
5967	6	18.32	2003	1 Ave & 18 St
5995	6	0.33	2004	Spring St & 6 Ave
6027	6	0.65	2006	Central Park S & 6 Ave
6054	6	0	2017	E 43 St & 2 Ave
6080	6	0	2021	W 45 St & 8 Ave
6095	6	0	2023	E 55 St & Lexington Ave
6122	6	4.47	3002	South End Av & Liberty St
6157	6	10.58	2009	Catherine St & Monroe St
6175	6	0	2010	Grand St & Greene St
6198	6	0.65	2022	E 59 St & Sutton Pl
6222	6	5.02	502	E Broadway & Grand St
6252	6	0.33	2012	E 27 St & 1 Ave
6269	6	3.38	2008	Little West St & 1 Pl
6315	6	5.67	3016	W 23 & 8 Ave
6337	6	5.56	3131	Coming soon: E 63 St & York Ave 
6357	6	0.55	3132	E 59 St & Madison Ave
6396	6	0	3134	3 Ave & E 62 St
6422	6	0	3142	1 Ave & E 62 St
6437	6	0	3223	E 55 St & 3 Ave
6465	6	0.65	3224	W 13 St & Hudson St
6478	6	56.49	3230	Penn Station Valet
6505	6	0	3233	E 48 St & 5 Ave
6536	6	0	3235	E 41 St & Madison Ave
6559	6	1.96	3236	PABT Valet
7	7	1.2	72	W 52 St & 11 Ave
48	7	0.33	79	Franklin St & W Broadway
75	7	1.63	82	St James Pl & Pearl St
98	7	2.07	116	W 17 St & 8 Ave
120	7	1.42	127	Barrow St & Hudson St
152	7	0.11	128	MacDougal St & Prince St
179	7	0.54	137	Henry St & Grand St
192	7	1.2	146	Hudson St & Reade St
215	7	4.36	147	Greenwich St & Warren St
235	7	2.29	150	E 2 St & Avenue C
283	7	0	151	Cleveland Pl & Spring St
301	7	4.58	152	Warren St & Church St
328	7	0	153	E 40 St & 5 Ave
352	7	0	160	E 37 St & Lexington Ave
385	7	0	161	LaGuardia Pl & W 3 St
406	7	0	164	E 47 St & 2 Ave
442	7	0	167	E 39 St & 3 Av
448	7	0.22	168	W 18 St & 6 Av
480	7	0	173	Broadway & W 49 St
497	7	1.96	174	E 25 St & 1 Ave
540	7	0.22	195	Liberty St & Broadway
569	7	0.65	212	W 16 St & The High Line
589	7	51.2	223	W 13 St & 7 Ave
623	7	0.11	224	Spruce St & Nassau St
647	7	0.33	225	W 14 St & The High Line
671	7	0.11	228	E 48 St & 3 Ave
697	7	2.94	229	Great Jones St
723	7	0	236	St Marks Pl & 2 Ave
742	7	0	237	E 11 Street & 2 Avenue
769	7	0	238	Bank St & Washington St
793	7	0.33	247	Perry St & Bleecker St
820	7	2.51	248	Laight St & Hudson St
853	7	9.9	249	Harrison St & Hudson St
871	7	0	250	Lafayette St & Jersey St
902	7	0.98	251	Mott St & Prince St
929	7	0.98	252	MacDougal St & Washington Sq
947	7	0	253	W 13 St & 5 Ave
983	7	0.11	254	W 11 St & 6 Ave
992	7	0.44	257	Lispenard St & Broadway
1028	7	0	259	South St & Whitehall St
1064	7	0	260	Broad St & Bridge St
1091	7	1.85	263	Elizabeth St & Hester St
1114	7	0.87	264	Maiden Ln & Pearl St
1132	7	9.15	265	Stanton St & Chrystie St
1164	7	6.54	266	Avenue D & E 8 St
1191	7	8.93	268	Howard St & Centre St
1222	7	4.79	276	Duane St & Greenwich St
1232	7	0	280	E 10 St & 5 Ave
1250	7	0.22	281	Grand Army Plaza & Central Park S
1275	7	2.18	284	Greenwich Ave & 8 Ave
1320	7	0.11	285	Broadway & E 14 St
1327	7	3.81	291	Madison St & Montgomery St
1362	7	26.76	293	Lafayette St & E 8 St
1390	7	1.2	295	Pike St & E Broadway
1421	7	0	296	Division St & Bowery
1448	7	0.54	297	E 15 St & 3 Ave
1479	7	0	300	Cooper Square & E 7 St
1497	7	0	301	E 2 St & Avenue B
1525	7	0.44	302	Avenue D & E 3 St
1536	7	0.44	303	Mercer St & Spring St
1581	7	0.54	304	Broadway & Battery Pl
1612	7	3.05	305	E 58 St and 3 Ave
1634	7	1.53	306	Cliff St & Fulton St
1660	7	1.74	307	Canal St & Rutgers St
1684	7	2.83	308	St James Pl & Oliver St
1712	7	7.3	309	Murray St & West St
1738	7	4.47	311	Norfolk St & Broome St
1756	7	18.74	312	Allen St & E Houston St
1784	7	0	315	South St & Gouverneur Ln
1810	7	0	316	Fulton St & William St
1844	7	0.65	317	E 6 St & Avenue B
1871	7	0.87	319	Park Pl & Church St
1893	7	0	320	Church St & Leonard St
1920	7	0	325	E 19 St & 3 Ave
1938	7	0.87	326	E 11 St & 1 Ave
1965	7	3.7	327	Vesey Pl & River Terrace
1996	7	16.12	328	Watts St & Greenwich St
2014	7	25.25	329	Greenwich St & N Moore St
2047	7	0	330	Reade St & Broadway
2078	7	8.06	331	Pike St & Monroe St
2093	7	1.2	332	Cherry St
2121	7	0.22	334	W 20 St & 7 Ave
2154	7	0.11	335	Washington Pl & Broadway
2179	7	0	336	Sullivan St & Washington Sq
2209	7	0.65	337	Old Slip & Front St
2235	7	14.81	339	Avenue D & E 12 St
2254	7	0.33	340	Madison St & Clinton St
2288	7	11.87	341	Stanton St & Mangin St
2305	7	0.33	342	Columbia St & Rivington St
2333	7	0.44	345	W 13 St & 6 Ave
2360	7	0.33	346	Bank St & Hudson St
2391	7	4.47	347	W Houston St & Hudson St
2416	7	1.09	348	W Broadway & Spring St
2434	7	3.7	349	Rivington St and Ridge St
2448	7	1.42	350	Clinton St & Grand St
2488	7	1.74	351	Front St & Maiden Ln
2515	7	22.22	352	W 56 St & 6 Ave
2534	7	0	355	Bayard St & Baxter St
2552	7	14.05	356	Bialystoker Pl & Delancey St
2598	7	0.22	357	E 11 St & Broadway
2616	7	0	358	Christopher St & Greenwich St
2630	7	0	359	E 47 St & Park Av
2666	7	0	360	William St & Pine St
2697	7	2.07	361	Allen St & Hester St
2720	7	0.65	362	Broadway & W 37 St
2751	7	0.33	363	West Thames St
2781	7	0.76	367	E 53 St and Lexington Ave
2796	7	1.31	368	Carmine St & 6 Ave
2823	7	0	369	Washington Pl & 6 Ave
2850	7	3.27	375	Mercer St & Bleecker St
2883	7	0.11	376	John St & William St
2905	7	0.11	377	6 Ave & Canal St
2928	7	0	379	W 31 St & 7 Ave
2959	7	0	380	W 4 St & 7 Ave S
2978	7	2.18	382	University Pl & E 14 St
3009	7	0.11	383	Greenwich Ave & 7 Ave
3031	7	2.18	385	E 55 St & 2 Ave
3053	7	0	386	Centre St & Worth St
3076	7	1.85	387	Centre St & Chambers St
3116	7	0.44	388	W 26 St & 10 Ave
3130	7	1.31	393	E 5 St & Avenue C
3170	7	0.11	394	E 9 St & Avenue C
3189	7	26.47	400	Pitt St & Stanton St
3212	7	18.85	401	Allen St & Rivington St
3243	7	0	402	Broadway & E 22 St
3256	7	0	405	Washington St & Gansevoort St
3281	7	5.34	408	Market St & Cherry St
3304	7	2.18	410	Suffolk St & Stanton St
3342	7	6.54	411	E 6 St & Avenue D
3357	7	4.25	412	Forsyth St & Canal St
3401	7	0	415	Pearl St & Hanover Square
3427	7	4.79	417	Barclay St & Church St
3445	7	0	422	W 59 St & 10 Ave
3472	7	0	423	W 54 St & 9 Ave
3490	7	6.97	426	West St & Chambers St
3521	7	0	427	State St
3544	7	0.11	428	E 3 St & 1 Ave
3567	7	11.76	432	E 7 St & Avenue A
3602	7	0.54	433	E 13 St & Avenue A
3625	7	1.31	434	9 Ave & W 18 St
3656	7	0.98	435	W 21 St & 6 Ave
3692	7	0	438	St Marks Pl & 1 Ave
3718	7	0.22	439	E 4 St & 2 Ave
3744	7	0.76	440	E 45 St & 3 Ave
3763	7	0.65	441	E 52 St & 2 Ave
3781	7	20.92	442	W 27 St & 7 Ave
3817	7	0.65	444	Broadway & W 24 St
3840	7	0	445	E 10 St & Avenue A
3871	7	9.8	446	W 24 St & 7 Ave
3898	7	0.11	447	8  Ave & W 52 St
3916	7	11.87	448	W 37 St & 10 Ave
3952	7	0	449	52 St & 9 Ave
3973	7	4.58	453	W 22 St & 8 Ave
4000	7	1.31	455	1 Ave & E 44 St
4020	7	9.59	456	E 53 St & Madison Ave
4034	7	0	457	Broadway & W 57 St
4061	7	0.33	458	W 22 St & 11 Ave
4101	7	0.65	459	W 18 St & 11 Ave
4115	7	0.22	461	E 20 St & 2 Ave
4155	7	4.79	462	W 22 St & 10 Ave
4180	7	3.05	463	9 Ave & W 16 St
4198	7	22.22	465	Broadway & W 41 St
4229	7	0	466	W 25 St & 6 Ave
4258	7	0	468	Broadway & W 55 St
4287	7	0	469	Broadway & W 53 St
4315	7	0	470	W 20 St & 8 Ave
4323	7	0	472	E 32 St & Park Av
4351	7	4.03	473	Rivington St & Chrystie St
4373	7	0	474	5 Ave & E 29 St
4409	7	1.09	475	E 16 St & Irving Pl
4436	7	0.22	476	E 31 St & 3 Ave
4463	7	0	477	W 41 St & 8 Ave
4482	7	0.54	478	11 Ave & W 41 St
4521	7	0	479	9 Ave & W 45 St
4540	7	0.65	480	W 53 St & 10 Ave
4571	7	0	482	W 15 St & 7 Ave
4591	7	3.38	483	E 12 St & 3 Ave
4609	7	0.76	484	W 44 St & 5 Ave
4640	7	0	485	W 37 St & 5 Ave
4672	7	0	486	Broadway & W 29 St
4703	7	14.05	487	E 20 St & FDR Drive
4717	7	0	488	W 39 St & 9 Ave
4751	7	0.65	489	10 Ave & W 28 St
4778	7	0.65	490	W 33 St & 8 Ave
4805	7	0.54	491	E 24 St & Park Ave S
4824	7	0	492	W 33 St & 7 Ave
4842	7	0	493	W 45 St & 6 Ave
4869	7	0.65	494	W 26 St & 8 Ave
4892	7	0	495	W 47 St & 10 Ave
4933	7	0.44	496	E 16 St & 5 Ave
4961	7	0	497	E 17 St & Broadway
4986	7	0	498	Broadway & W 32 St
5014	7	0.22	499	Broadway & W 60 St
5036	7	0.54	500	Broadway & W 51 St
5050	7	0	501	FDR Drive & E 35 St
5086	7	0.98	503	E 20 St & Park Ave
5104	7	18.85	504	1 Ave & E 15 St
5144	7	0.33	505	6 Ave & W 33 St
5162	7	0	507	E 25 St & 2 Ave
5190	7	9.8	508	W 46 St & 11 Ave
5208	7	0	509	9 Ave & W 22 St
5240	7	37.04	510	W 51 St & 6 Ave
5270	7	6.43	511	E 14 St & Avenue B
5297	7	0.33	513	W 56 St & 10 Ave
5324	7	3.16	514	12 Ave & W 40 St
5348	7	1.09	515	W 43 St & 10 Ave
5379	7	5.77	516	E 47 St & 1 Ave
5405	7	0.44	517	Pershing Square S
5432	7	0	518	E 39 St & 2 Ave
5443	7	0	519	Pershing Square N
5470	7	5.88	520	W 52 St & 5 Ave
5493	7	0	521	8 Ave & W 31 St
5535	7	15.14	522	E 51 St & Lexington Ave
5539	7	0	523	W 38 St & 8 Ave
5576	7	2.4	524	W 43 St & 6 Ave
5614	7	1.09	525	W 34 St & 11 Ave
5630	7	0.76	526	E 33 St & 5 Ave
5665	7	0.11	527	E 33 St & 1 Ave
5692	7	1.2	528	2 Ave & E 30 St
5716	7	0	529	W 42 St & 8 Ave
5739	7	7.41	530	11 Av & 59 St
5771	7	0.54	531	Forsyth St & Broome St
5790	7	0	533	Broadway & W 39 St
5818	7	0	534	Water - Whitehall Plaza
5847	7	12.31	536	1 Ave & E 30 St
5868	7	5.34	537	Lexington Ave & E 24 St
5890	7	0.11	540	Lexington Ave & E 26 St
5921	7	28.54	545	E 23 St & 1 Ave
5948	7	0	546	E 30 St & Park Ave S
5966	7	15.69	2003	1 Ave & 18 St
5993	7	0.44	2004	Spring St & 6 Ave
6011	7	0.98	2006	Central Park S & 6 Ave
6052	7	0	2017	E 43 St & 2 Ave
6084	7	0.22	2021	W 45 St & 8 Ave
6102	7	0.11	2023	E 55 St & Lexington Ave
6133	7	6.75	3002	South End Av & Liberty St
6152	7	0.65	2009	Catherine St & Monroe St
6183	7	0	2010	Grand St & Greene St
6205	7	0.22	2022	E 59 St & Sutton Pl
6228	7	0.33	502	E Broadway & Grand St
6259	7	8.39	2012	E 27 St & 1 Ave
6290	7	0.22	2008	Little West St & 1 Pl
6317	7	4.58	3016	W 23 & 8 Ave
6335	7	5.56	3131	Coming soon: E 63 St & York Ave 
6360	7	0.54	3132	E 59 St & Madison Ave
6383	7	0.11	3134	3 Ave & E 62 St
6421	7	0	3142	1 Ave & E 62 St
6446	7	0	3223	E 55 St & 3 Ave
6455	7	0.22	3224	W 13 St & Hudson St
6491	7	36.6	3230	Penn Station Valet
6502	7	0	3233	E 48 St & 5 Ave
6540	7	0	3235	E 41 St & Madison Ave
6554	7	0.44	3236	PABT Valet
17	8	0	72	W 52 St & 11 Ave
28	8	2.51	79	Franklin St & W Broadway
54	8	0.76	82	St James Pl & Pearl St
84	8	1.86	116	W 17 St & 8 Ave
108	8	0.11	127	Barrow St & Hudson St
144	8	2.51	128	MacDougal St & Prince St
167	8	12.66	137	Henry St & Grand St
190	8	2.73	146	Hudson St & Reade St
233	8	12.12	147	Greenwich St & Warren St
243	8	0	150	E 2 St & Avenue C
285	8	0.33	151	Cleveland Pl & Spring St
309	8	6.77	152	Warren St & Church St
332	8	0.33	153	E 40 St & 5 Ave
358	8	0	160	E 37 St & Lexington Ave
388	8	0	161	LaGuardia Pl & W 3 St
412	8	0.11	164	E 47 St & 2 Ave
440	8	0	167	E 39 St & 3 Av
468	8	1.42	168	W 18 St & 6 Av
488	8	4.04	173	Broadway & W 49 St
510	8	2.29	174	E 25 St & 1 Ave
534	8	0.22	195	Liberty St & Broadway
566	8	1.86	212	W 16 St & The High Line
596	8	50.98	223	W 13 St & 7 Ave
617	8	0.11	224	Spruce St & Nassau St
640	8	0.98	225	W 14 St & The High Line
676	8	0.76	228	E 48 St & 3 Ave
699	8	9.28	229	Great Jones St
727	8	0	236	St Marks Pl & 2 Ave
754	8	0	237	E 11 Street & 2 Avenue
776	8	0	238	Bank St & Washington St
803	8	0.11	247	Perry St & Bleecker St
810	8	5.79	248	Laight St & Hudson St
858	8	31.94	249	Harrison St & Hudson St
881	8	0.44	250	Lafayette St & Jersey St
905	8	0.66	251	Mott St & Prince St
927	8	0.44	252	MacDougal St & Washington Sq
950	8	0.22	253	W 13 St & 5 Ave
977	8	0.22	254	W 11 St & 6 Ave
1008	8	1.31	257	Lispenard St & Broadway
1024	8	0.33	259	South St & Whitehall St
1056	8	1.52	260	Broad St & Bridge St
1089	8	1.64	263	Elizabeth St & Hester St
1111	8	4.26	264	Maiden Ln & Pearl St
1125	8	1.97	265	Stanton St & Chrystie St
1161	8	0.11	266	Avenue D & E 8 St
1188	8	11.9	268	Howard St & Centre St
1215	8	4.8	276	Duane St & Greenwich St
1242	8	0	280	E 10 St & 5 Ave
1272	8	6.33	281	Grand Army Plaza & Central Park S
1292	8	0.66	284	Greenwich Ave & 8 Ave
1323	8	2.4	285	Broadway & E 14 St
1337	8	0.22	291	Madison St & Montgomery St
1369	8	27.13	293	Lafayette St & E 8 St
1400	8	0.87	295	Pike St & E Broadway
1423	8	0	296	Division St & Bowery
1450	8	0.33	297	E 15 St & 3 Ave
1472	8	0.52	300	Cooper Square & E 7 St
1504	8	0.44	301	E 2 St & Avenue B
1524	8	0	302	Avenue D & E 3 St
1556	8	0.98	303	Mercer St & Spring St
1576	8	0	304	Broadway & Battery Pl
1599	8	8.95	305	E 58 St and 3 Ave
1621	8	4.04	306	Cliff St & Fulton St
1658	8	0.44	307	Canal St & Rutgers St
1680	8	0.11	308	St James Pl & Oliver St
1706	8	11.9	309	Murray St & West St
1729	8	1.97	311	Norfolk St & Broome St
1758	8	18.45	312	Allen St & E Houston St
1785	8	0.66	315	South St & Gouverneur Ln
1812	8	0.11	316	Fulton St & William St
1837	8	0	317	E 6 St & Avenue B
1850	8	1.42	319	Park Pl & Church St
1895	8	0	320	Church St & Leonard St
1909	8	0	325	E 19 St & 3 Ave
1936	8	0	326	E 11 St & 1 Ave
1954	8	10.04	327	Vesey Pl & River Terrace
1981	8	21.29	328	Watts St & Greenwich St
2022	8	19.34	329	Greenwich St & N Moore St
2051	8	0.66	330	Reade St & Broadway
2073	8	1.2	331	Pike St & Monroe St
2105	8	0	332	Cherry St
2109	8	0.33	334	W 20 St & 7 Ave
2136	8	2.84	335	Washington Pl & Broadway
2176	8	0	336	Sullivan St & Washington Sq
2189	8	1.64	337	Old Slip & Front St
2212	8	1.42	339	Avenue D & E 12 St
2239	8	0.76	340	Madison St & Clinton St
2268	8	4.91	341	Stanton St & Mangin St
2291	8	0	342	Columbia St & Rivington St
2329	8	0	345	W 13 St & 6 Ave
2359	8	0.33	346	Bank St & Hudson St
2386	8	12.12	347	W Houston St & Hudson St
2396	8	1.31	348	W Broadway & Spring St
2426	8	4.69	349	Rivington St and Ridge St
2458	8	0	350	Clinton St & Grand St
2485	8	7.86	351	Front St & Maiden Ln
2507	8	38.43	352	W 56 St & 6 Ave
2548	8	0	355	Bayard St & Baxter St
2562	8	6.77	356	Bialystoker Pl & Delancey St
2585	8	0.98	357	E 11 St & Broadway
2626	8	0	358	Christopher St & Greenwich St
2642	8	0	359	E 47 St & Park Av
2669	8	0.76	360	William St & Pine St
2700	8	0.33	361	Allen St & Hester St
2719	8	0.76	362	Broadway & W 37 St
2742	8	0.22	363	West Thames St
2764	8	0.33	367	E 53 St and Lexington Ave
2795	8	0.87	368	Carmine St & 6 Ave
2818	8	0	369	Washington Pl & 6 Ave
2855	8	3.28	375	Mercer St & Bleecker St
2868	8	0.76	376	John St & William St
2899	8	0.87	377	6 Ave & Canal St
2920	8	0.22	379	W 31 St & 7 Ave
2948	8	0	380	W 4 St & 7 Ave S
2971	8	2.84	382	University Pl & E 14 St
2993	8	0.22	383	Greenwich Ave & 7 Ave
3029	8	1.2	385	E 55 St & 2 Ave
3047	8	1.2	386	Centre St & Worth St
3085	8	5.35	387	Centre St & Chambers St
3112	8	0.22	388	W 26 St & 10 Ave
3143	8	0.76	393	E 5 St & Avenue C
3161	8	0.11	394	E 9 St & Avenue C
3179	8	12.88	400	Pitt St & Stanton St
3204	8	18.34	401	Allen St & Rivington St
3226	8	0	402	Broadway & E 22 St
3264	8	0	405	Washington St & Gansevoort St
3279	8	0.98	408	Market St & Cherry St
3308	8	1.2	410	Suffolk St & Stanton St
3350	8	1.09	411	E 6 St & Avenue D
3374	8	3.28	412	Forsyth St & Canal St
3384	8	0.55	415	Pearl St & Hanover Square
3432	8	11.03	417	Barclay St & Church St
3455	8	0	422	W 59 St & 10 Ave
3483	8	0	423	W 54 St & 9 Ave
3510	8	10.7	426	West St & Chambers St
3536	8	0	427	State St
3561	8	0	428	E 3 St & 1 Ave
3587	8	12.12	432	E 7 St & Avenue A
3614	8	0	433	E 13 St & Avenue A
3640	8	4.04	434	9 Ave & W 18 St
3657	8	1.31	435	W 21 St & 6 Ave
3676	8	0	438	St Marks Pl & 1 Ave
3713	8	0.44	439	E 4 St & 2 Ave
3731	8	9.93	440	E 45 St & 3 Ave
3767	8	0.66	441	E 52 St & 2 Ave
3790	8	20.96	442	W 27 St & 7 Ave
3812	8	2.73	444	Broadway & W 24 St
3839	8	0	445	E 10 St & Avenue A
3857	8	9.93	446	W 24 St & 7 Ave
3889	8	0.33	447	8  Ave & W 52 St
3925	8	12.23	448	W 37 St & 10 Ave
3946	8	0	449	52 St & 9 Ave
3969	8	4.69	453	W 22 St & 8 Ave
4001	8	1.86	455	1 Ave & E 44 St
4024	8	26.53	456	E 53 St & Madison Ave
4047	8	0	457	Broadway & W 57 St
