	variable	value	citibike_station_id	label
4473	3	16.45	478	11 Ave & W 41 St
4520	3	3.38	479	9 Ave & W 45 St
4547	3	14.6	480	W 53 St & 10 Ave
4572	3	11.44	482	W 15 St & 7 Ave
4594	3	2.07	483	E 12 St & 3 Ave
4621	3	0	484	W 44 St & 5 Ave
4644	3	0	485	W 37 St & 5 Ave
4675	3	0	486	Broadway & W 29 St
4702	3	34.97	487	E 20 St & FDR Drive
4712	3	5.34	488	W 39 St & 9 Ave
4736	3	0.65	489	10 Ave & W 28 St
4782	3	1.2	490	W 33 St & 8 Ave
4808	3	0	491	E 24 St & Park Ave S
4832	3	0.98	492	W 33 St & 7 Ave
4859	3	0	493	W 45 St & 6 Ave
4882	3	3.27	494	W 26 St & 8 Ave
4904	3	22.77	495	W 47 St & 10 Ave
4935	3	0.65	496	E 16 St & 5 Ave
4955	3	0	497	E 17 St & Broadway
4973	3	0	498	Broadway & W 32 St
5015	3	0	499	Broadway & W 60 St
5041	3	0	500	Broadway & W 51 St
5063	3	0	501	FDR Drive & E 35 St
5096	3	0	503	E 20 St & Park Ave
5120	3	27.23	504	1 Ave & E 15 St
5148	3	0.65	505	6 Ave & W 33 St
5172	3	5.01	507	E 25 St & 2 Ave
5191	3	19.5	508	W 46 St & 11 Ave
5222	3	12.09	509	9 Ave & W 22 St
5227	3	35.95	510	W 51 St & 6 Ave
5268	3	35.62	511	E 14 St & Avenue B
5286	3	0	513	W 56 St & 10 Ave
5325	3	8.93	514	12 Ave & W 40 St
5354	3	23.09	515	W 43 St & 10 Ave
5382	3	5.88	516	E 47 St & 1 Ave
5403	3	0.98	517	Pershing Square S
5430	3	0	518	E 39 St & 2 Ave
5457	3	0	519	Pershing Square N
5484	3	0	520	W 52 St & 5 Ave
5502	3	0.65	521	8 Ave & W 31 St
5520	3	14.71	522	E 51 St & Lexington Ave
5549	3	1.42	523	W 38 St & 8 Ave
5574	3	1.31	524	W 43 St & 6 Ave
5611	3	0	525	W 34 St & 11 Ave
5633	3	0.98	526	E 33 St & 5 Ave
5661	3	0	527	E 33 St & 1 Ave
5683	3	0.33	528	2 Ave & E 30 St
5710	3	5.45	529	W 42 St & 8 Ave
5728	3	5.56	530	11 Av & 59 St
5767	3	5.99	531	Forsyth St & Broome St
5798	3	0	533	Broadway & W 39 St
5817	3	0	534	Water - Whitehall Plaza
5840	3	0	536	1 Ave & E 30 St
5875	3	5.23	537	Lexington Ave & E 24 St
5894	3	0	540	Lexington Ave & E 26 St
5916	3	47.93	545	E 23 St & 1 Ave
5947	3	0	546	E 30 St & Park Ave S
5974	3	49.46	2003	1 Ave & 18 St
5988	3	0.65	2004	Spring St & 6 Ave
6009	3	0	2006	Central Park S & 6 Ave
6055	3	0	2017	E 43 St & 2 Ave
6081	3	0	2021	W 45 St & 8 Ave
6106	3	0	2023	E 55 St & Lexington Ave
6123	3	11.11	3002	South End Av & Liberty St
6156	3	23.97	2009	Catherine St & Monroe St
6182	3	0	2010	Grand St & Greene St
6211	3	0.65	2022	E 59 St & Sutton Pl
6236	3	48.15	502	E Broadway & Grand St
6258	3	0	2012	E 27 St & 1 Ave
6276	3	10.57	2008	Little West St & 1 Pl
6318	3	5.45	3016	W 23 & 8 Ave
6334	3	5.56	3131	Coming soon: E 63 St & York Ave 
6367	3	0.11	3132	E 59 St & Madison Ave
6378	3	0.11	3134	3 Ave & E 62 St
6409	3	0	3142	1 Ave & E 62 St
6445	3	0	3223	E 55 St & 3 Ave
6472	3	0.54	3224	W 13 St & Hudson St
6489	3	0	3230	Penn Station Valet
6521	3	0	3233	E 48 St & 5 Ave
6530	3	0	3235	E 41 St & Madison Ave
6553	3	22.55	3236	PABT Valet
3	4	1.09	72	W 52 St & 11 Ave
31	4	0	79	Franklin St & W Broadway
71	4	7.84	82	St James Pl & Pearl St
94	4	0.22	116	W 17 St & 8 Ave
116	4	11.55	127	Barrow St & Hudson St
148	4	0	128	MacDougal St & Prince St
176	4	0	137	Henry St & Grand St
202	4	0.65	146	Hudson St & Reade St
221	4	1.31	147	Greenwich St & Warren St
239	4	39.11	150	E 2 St & Avenue C
271	4	0	151	Cleveland Pl & Spring St
298	4	2.61	152	Warren St & Church St
338	4	0	153	E 40 St & 5 Ave
360	4	0	160	E 37 St & Lexington Ave
384	4	0.65	161	LaGuardia Pl & W 3 St
414	4	0	164	E 47 St & 2 Ave
430	4	0	167	E 39 St & 3 Av
467	4	0	168	W 18 St & 6 Av
482	4	0	173	Broadway & W 49 St
501	4	17.54	174	E 25 St & 1 Ave
542	4	0	195	Liberty St & Broadway
565	4	0	212	W 16 St & The High Line
588	4	51.2	223	W 13 St & 7 Ave
621	4	0	224	Spruce St & Nassau St
644	4	0	225	W 14 St & The High Line
666	4	0	228	E 48 St & 3 Ave
702	4	0	229	Great Jones St
721	4	9.91	236	St Marks Pl & 2 Ave
752	4	16.01	237	E 11 Street & 2 Avenue
770	4	12.31	238	Bank St & Washington St
802	4	23.42	247	Perry St & Bleecker St
822	4	0	248	Laight St & Hudson St
844	4	0	249	Harrison St & Hudson St
877	4	0	250	Lafayette St & Jersey St
900	4	3.38	251	Mott St & Prince St
935	4	0.76	252	MacDougal St & Washington Sq
953	4	0.11	253	W 13 St & 5 Ave
976	4	0	254	W 11 St & 6 Ave
994	4	0.65	257	Lispenard St & Broadway
1027	4	0	259	South St & Whitehall St
1055	4	0	260	Broad St & Bridge St
1069	4	2.72	263	Elizabeth St & Hester St
1110	4	1.85	264	Maiden Ln & Pearl St
1137	4	5.23	265	Stanton St & Chrystie St
1151	4	45.42	266	Avenue D & E 8 St
1187	4	8.5	268	Howard St & Centre St
1209	4	3.92	276	Duane St & Greenwich St
1233	4	1.31	280	E 10 St & 5 Ave
1257	4	0	281	Grand Army Plaza & Central Park S
1281	4	1.31	284	Greenwich Ave & 8 Ave
1321	4	0	285	Broadway & E 14 St
1351	4	45.75	291	Madison St & Montgomery St
1370	4	25.96	293	Lafayette St & E 8 St
1399	4	3.92	295	Pike St & E Broadway
1428	4	3.92	296	Division St & Bowery
1455	4	1.85	297	E 15 St & 3 Ave
1478	4	2.26	300	Cooper Square & E 7 St
1500	4	36.93	301	E 2 St & Avenue B
1522	4	49.67	302	Avenue D & E 3 St
1550	4	0.65	303	Mercer St & Spring St
1574	4	0	304	Broadway & Battery Pl
1602	4	0	305	E 58 St and 3 Ave
1627	4	1.74	306	Cliff St & Fulton St
1650	4	15.9	307	Canal St & Rutgers St
1673	4	7.95	308	St James Pl & Oliver St
1704	4	1.31	309	Murray St & West St
1736	4	12.31	311	Norfolk St & Broome St
1767	4	20.15	312	Allen St & E Houston St
1793	4	0	315	South St & Gouverneur Ln
1808	4	0	316	Fulton St & William St
1840	4	36.49	317	E 6 St & Avenue B
1868	4	1.31	319	Park Pl & Church St
1889	4	0	320	Church St & Leonard St
1921	4	5.01	325	E 19 St & 3 Ave
1950	4	21.68	326	E 11 St & 1 Ave
1971	4	2.29	327	Vesey Pl & River Terrace
1998	4	14.81	328	Watts St & Greenwich St
2024	4	0.76	329	Greenwich St & N Moore St
2041	4	0.65	330	Reade St & Broadway
2072	4	14.92	331	Pike St & Monroe St
2081	4	33.88	332	Cherry St
2107	4	1.42	334	W 20 St & 7 Ave
2133	4	0	335	Washington Pl & Broadway
2159	4	1.09	336	Sullivan St & Washington Sq
2190	4	0	337	Old Slip & Front St
2236	4	31.37	339	Avenue D & E 12 St
2260	4	37.91	340	Madison St & Clinton St
2286	4	37.91	341	Stanton St & Mangin St
2309	4	36.06	342	Columbia St & Rivington St
2327	4	0	345	W 13 St & 6 Ave
2343	4	5.77	346	Bank St & Hudson St
2375	4	0.65	347	W Houston St & Hudson St
2412	4	1.31	348	W Broadway & Spring St
2444	4	36.71	349	Rivington St and Ridge St
2470	4	37.04	350	Clinton St & Grand St
2491	4	0.65	351	Front St & Maiden Ln
2517	4	20.26	352	W 56 St & 6 Ave
2539	4	0.33	355	Bayard St & Baxter St
2571	4	17.97	356	Bialystoker Pl & Delancey St
2584	4	0	357	E 11 St & Broadway
2611	4	11.66	358	Christopher St & Greenwich St
2628	4	0.22	359	E 47 St & Park Av
2676	4	0	360	William St & Pine St
2704	4	15.14	361	Allen St & Hester St
2730	4	0.65	362	Broadway & W 37 St
2756	4	4.9	363	West Thames St
2779	4	0	367	E 53 St and Lexington Ave
2806	4	0.98	368	Carmine St & 6 Ave
2834	4	0.65	369	Washington Pl & 6 Ave
2854	4	3.27	375	Mercer St & Bleecker St
2876	4	1.74	376	John St & William St
2910	4	0	377	6 Ave & Canal St
2918	4	0	379	W 31 St & 7 Ave
2963	4	0.54	380	W 4 St & 7 Ave S
2990	4	0.65	382	University Pl & E 14 St
3014	4	1.31	383	Greenwich Ave & 7 Ave
3039	4	3.92	385	E 55 St & 2 Ave
3068	4	0	386	Centre St & Worth St
3093	4	0	387	Centre St & Chambers St
3115	4	0.65	388	W 26 St & 10 Ave
3142	4	41.61	393	E 5 St & Avenue C
3156	4	30.17	394	E 9 St & Avenue C
3182	4	62.53	400	Pitt St & Stanton St
3206	4	26.36	401	Allen St & Rivington St
3239	4	0.69	402	Broadway & E 22 St
3257	4	0.65	405	Washington St & Gansevoort St
3283	4	29.85	408	Market St & Cherry St
3320	4	30.72	410	Suffolk St & Stanton St
3347	4	14.27	411	E 6 St & Avenue D
3355	4	3.59	412	Forsyth St & Canal St
3394	4	0	415	Pearl St & Hanover Square
3412	4	5.23	417	Barclay St & Church St
3439	4	0	422	W 59 St & 10 Ave
3468	4	0	423	W 54 St & 9 Ave
3508	4	1.96	426	West St & Chambers St
3534	4	0	427	State St
3554	4	9.69	428	E 3 St & 1 Ave
3583	4	31.05	432	E 7 St & Avenue A
3611	4	28.98	433	E 13 St & Avenue A
3637	4	1.31	434	9 Ave & W 18 St
3665	4	0	435	W 21 St & 6 Ave
3678	4	28.98	438	St Marks Pl & 1 Ave
3717	4	2.18	439	E 4 St & 2 Ave
3742	4	0	440	E 45 St & 3 Ave
3769	4	0.65	441	E 52 St & 2 Ave
3795	4	20.26	442	W 27 St & 7 Ave
3822	4	0.65	444	Broadway & W 24 St
3846	4	36.49	445	E 10 St & Avenue A
3874	4	9.8	446	W 24 St & 7 Ave
3897	4	0.11	447	8  Ave & W 52 St
3924	4	26.8	448	W 37 St & 10 Ave
3941	4	0	449	52 St & 9 Ave
3959	4	18.41	453	W 22 St & 8 Ave
3984	4	1.96	455	1 Ave & E 44 St
4029	4	0	456	E 53 St & Madison Ave
4052	4	0	457	Broadway & W 57 St
4079	4	0.54	458	W 22 St & 11 Ave
4106	4	0	459	W 18 St & 11 Ave
4133	4	15.69	461	E 20 St & 2 Ave
4151	4	5.23	462	W 22 St & 10 Ave
4178	4	1.96	463	9 Ave & W 16 St
4208	4	20.92	465	Broadway & W 41 St
4214	4	0	466	W 25 St & 6 Ave
4255	4	0	468	Broadway & W 55 St
4282	4	0	469	Broadway & W 53 St
4297	4	7.52	470	W 20 St & 8 Ave
4333	4	0	472	E 32 St & Park Av
4365	4	8.39	473	Rivington St & Chrystie St
4379	4	0	474	5 Ave & E 29 St
4406	4	0.22	475	E 16 St & Irving Pl
4442	4	0	476	E 31 St & 3 Ave
4460	4	1.85	477	W 41 St & 8 Ave
4491	4	13.18	478	11 Ave & W 41 St
4523	4	3.27	479	9 Ave & W 45 St
4549	4	12.75	480	W 53 St & 10 Ave
4570	4	9.37	482	W 15 St & 7 Ave
4599	4	2.07	483	E 12 St & 3 Ave
4622	4	0	484	W 44 St & 5 Ave
4648	4	0	485	W 37 St & 5 Ave
4678	4	0	486	Broadway & W 29 St
4705	4	26.58	487	E 20 St & FDR Drive
4728	4	5.23	488	W 39 St & 9 Ave
4733	4	0.65	489	10 Ave & W 28 St
4780	4	0.98	490	W 33 St & 8 Ave
4803	4	0	491	E 24 St & Park Ave S
4828	4	0.65	492	W 33 St & 7 Ave
4860	4	0	493	W 45 St & 6 Ave
4878	4	2.07	494	W 26 St & 8 Ave
4909	4	22.98	495	W 47 St & 10 Ave
4939	4	0.65	496	E 16 St & 5 Ave
4966	4	0	497	E 17 St & Broadway
4981	4	0	498	Broadway & W 32 St
5009	4	0	499	Broadway & W 60 St
5020	4	0	500	Broadway & W 51 St
5059	4	0	501	FDR Drive & E 35 St
5078	4	0	503	E 20 St & Park Ave
5117	4	26.14	504	1 Ave & E 15 St
5135	4	0.98	505	6 Ave & W 33 St
5167	4	4.03	507	E 25 St & 2 Ave
5200	4	19.61	508	W 46 St & 11 Ave
5225	4	11.55	509	9 Ave & W 22 St
5247	4	35.95	510	W 51 St & 6 Ave
5254	4	35.19	511	E 14 St & Avenue B
5282	4	0	513	W 56 St & 10 Ave
5317	4	10.57	514	12 Ave & W 40 St
5343	4	19.06	515	W 43 St & 10 Ave
5372	4	5.88	516	E 47 St & 1 Ave
5406	4	0.65	517	Pershing Square S
5434	4	0	518	E 39 St & 2 Ave
5459	4	0	519	Pershing Square N
5483	4	0	520	W 52 St & 5 Ave
5499	4	0.65	521	8 Ave & W 31 St
5514	4	15.03	522	E 51 St & Lexington Ave
5564	4	1.85	523	W 38 St & 8 Ave
5584	4	1.09	524	W 43 St & 6 Ave
5613	4	0	525	W 34 St & 11 Ave
5640	4	0.76	526	E 33 St & 5 Ave
5667	4	0	527	E 33 St & 1 Ave
5690	4	0.33	528	2 Ave & E 30 St
5720	4	5.23	529	W 42 St & 8 Ave
5744	4	3.81	530	11 Av & 59 St
5770	4	6.54	531	Forsyth St & Broome St
5797	4	0	533	Broadway & W 39 St
5813	4	0	534	Water - Whitehall Plaza
5844	4	0	536	1 Ave & E 30 St
5876	4	5.23	537	Lexington Ave & E 24 St
5898	4	0	540	Lexington Ave & E 26 St
5927	4	45.75	545	E 23 St & 1 Ave
5953	4	0	546	E 30 St & Park Ave S
5979	4	44.23	2003	1 Ave & 18 St
6006	4	0.65	2004	Spring St & 6 Ave
6031	4	0	2006	Central Park S & 6 Ave
6046	4	0	2017	E 43 St & 2 Ave
6065	4	0.11	2021	W 45 St & 8 Ave
6101	4	0	2023	E 55 St & Lexington Ave
6120	4	9.69	3002	South End Av & Liberty St
6141	4	19.61	2009	Catherine St & Monroe St
6181	4	0	2010	Grand St & Greene St
6200	4	0.65	2022	E 59 St & Sutton Pl
6217	4	37.69	502	E Broadway & Grand St
6249	4	0	2012	E 27 St & 1 Ave
6272	4	10.02	2008	Little West St & 1 Pl
6299	4	5.23	3016	W 23 & 8 Ave
6330	4	5.56	3131	Coming soon: E 63 St & York Ave 
6366	4	0.11	3132	E 59 St & Madison Ave
6395	4	0.33	3134	3 Ave & E 62 St
6417	4	0	3142	1 Ave & E 62 St
6447	4	0	3223	E 55 St & 3 Ave
6474	4	0.76	3224	W 13 St & Hudson St
6498	4	0	3230	Penn Station Valet
6520	4	0	3233	E 48 St & 5 Ave
6550	4	0	3235	E 41 St & Madison Ave
6565	4	22.11	3236	PABT Valet
22	5	0.76	72	W 52 St & 11 Ave
30	5	0	79	Franklin St & W Broadway
61	5	6.54	82	St James Pl & Pearl St
97	5	1.09	116	W 17 St & 8 Ave
128	5	9.48	127	Barrow St & Hudson St
138	5	0	128	MacDougal St & Prince St
178	5	0	137	Henry St & Grand St
207	5	0.22	146	Hudson St & Reade St
228	5	1.2	147	Greenwich St & Warren St
256	5	28.54	150	E 2 St & Avenue C
267	5	0	151	Cleveland Pl & Spring St
294	5	3.16	152	Warren St & Church St
313	5	0	153	E 40 St & 5 Ave
342	5	0	160	E 37 St & Lexington Ave
365	5	0.65	161	LaGuardia Pl & W 3 St
400	5	0	164	E 47 St & 2 Ave
417	5	0	167	E 39 St & 3 Av
455	5	0	168	W 18 St & 6 Av
476	5	0	173	Broadway & W 49 St
509	5	7.84	174	E 25 St & 1 Ave
544	5	0.11	195	Liberty St & Broadway
555	5	0	212	W 16 St & The High Line
580	5	51.63	223	W 13 St & 7 Ave
607	5	0	224	Spruce St & Nassau St
629	5	0	225	W 14 St & The High Line
660	5	0	228	E 48 St & 3 Ave
679	5	0	229	Great Jones St
714	5	5.99	236	St Marks Pl & 2 Ave
733	5	12.09	237	E 11 Street & 2 Avenue
760	5	6.32	238	Bank St & Washington St
798	5	16.01	247	Perry St & Bleecker St
825	5	0	248	Laight St & Hudson St
833	5	0	249	Harrison St & Hudson St
862	5	0	250	Lafayette St & Jersey St
893	5	1.85	251	Mott St & Prince St
913	5	1.2	252	MacDougal St & Washington Sq
937	5	0	253	W 13 St & 5 Ave
963	5	0	254	W 11 St & 6 Ave
991	5	0.65	257	Lispenard St & Broadway
1023	5	0	259	South St & Whitehall St
1042	5	0	260	Broad St & Bridge St
1090	5	2.51	263	Elizabeth St & Hester St
1112	5	0.54	264	Maiden Ln & Pearl St
1126	5	4.47	265	Stanton St & Chrystie St
1148	5	40.63	266	Avenue D & E 8 St
1180	5	8.5	268	Howard St & Centre St
1212	5	2.51	276	Duane St & Greenwich St
1243	5	1.31	280	E 10 St & 5 Ave
1269	5	0	281	Grand Army Plaza & Central Park S
1278	5	1.09	284	Greenwich Ave & 8 Ave
1316	5	0	285	Broadway & E 14 St
1350	5	35.29	291	Madison St & Montgomery St
1356	5	25.96	293	Lafayette St & E 8 St
1383	5	14.81	295	Pike St & E Broadway
1408	5	2.4	296	Division St & Bowery
1443	5	2.07	297	E 15 St & 3 Ave
1470	5	1.74	300	Cooper Square & E 7 St
1506	5	20.15	301	E 2 St & Avenue B
1528	5	37.36	302	Avenue D & E 3 St
1555	5	0.65	303	Mercer St & Spring St
1582	5	0	304	Broadway & Battery Pl
1607	5	0	305	E 58 St and 3 Ave
1617	5	1.31	306	Cliff St & Fulton St
1657	5	14.71	307	Canal St & Rutgers St
1666	5	6.54	308	St James Pl & Oliver St
1694	5	1.31	309	Murray St & West St
1726	5	11.98	311	Norfolk St & Broome St
1744	5	18.52	312	Allen St & E Houston St
1775	5	0	315	South St & Gouverneur Ln
1807	5	0	316	Fulton St & William St
1824	5	20.92	317	E 6 St & Avenue B
1863	5	1.31	319	Park Pl & Church St
1883	5	0	320	Church St & Leonard St
1903	5	4.36	325	E 19 St & 3 Ave
1925	5	7.84	326	E 11 St & 1 Ave
1953	5	1.96	327	Vesey Pl & River Terrace
1992	5	14.49	328	Watts St & Greenwich St
2019	5	0.76	329	Greenwich St & N Moore St
2046	5	0.65	330	Reade St & Broadway
2060	5	12.09	331	Pike St & Monroe St
2099	5	23.09	332	Cherry St
2118	5	1.31	334	W 20 St & 7 Ave
2146	5	0	335	Washington Pl & Broadway
2174	5	1.09	336	Sullivan St & Washington Sq
2188	5	0	337	Old Slip & Front St
2234	5	29.63	339	Avenue D & E 12 St
2255	5	6.32	340	Madison St & Clinton St
2270	5	32.57	341	Stanton St & Mangin St
2294	5	20.04	342	Columbia St & Rivington St
2334	5	0	345	W 13 St & 6 Ave
2353	5	3.38	346	Bank St & Hudson St
2372	5	0.98	347	W Houston St & Hudson St
2403	5	0.76	348	W Broadway & Spring St
2421	5	21.02	349	Rivington St and Ridge St
2457	5	31.81	350	Clinton St & Grand St
2484	5	0.65	351	Front St & Maiden Ln
2502	5	20.26	352	W 56 St & 6 Ave
2533	5	0	355	Bayard St & Baxter St
2553	5	19.17	356	Bialystoker Pl & Delancey St
2593	5	0	357	E 11 St & Broadway
2607	5	9.69	358	Christopher St & Greenwich St
2637	5	0.33	359	E 47 St & Park Av
2664	5	0	360	William St & Pine St
2687	5	12.85	361	Allen St & Hester St
2709	5	0.65	362	Broadway & W 37 St
2741	5	1.31	363	West Thames St
2760	5	0	367	E 53 St and Lexington Ave
2791	5	0.44	368	Carmine St & 6 Ave
2815	5	0	369	Washington Pl & 6 Ave
2836	5	3.27	375	Mercer St & Bleecker St
2874	5	0	376	John St & William St
2907	5	0	377	6 Ave & Canal St
2921	5	0.11	379	W 31 St & 7 Ave
2943	5	0	380	W 4 St & 7 Ave S
2976	5	0.65	382	University Pl & E 14 St
3003	5	0.33	383	Greenwich Ave & 7 Ave
3030	5	2.18	385	E 55 St & 2 Ave
3057	5	0	386	Centre St & Worth St
3080	5	0.33	387	Centre St & Chambers St
3098	5	0.65	388	W 26 St & 10 Ave
3139	5	30.94	393	E 5 St & Avenue C
3154	5	16.34	394	E 9 St & Avenue C
3175	5	60.57	400	Pitt St & Stanton St
3202	5	24.51	401	Allen St & Rivington St
3225	5	0.46	402	Broadway & E 22 St
3255	5	0.44	405	Washington St & Gansevoort St
3287	5	29.52	408	Market St & Cherry St
3305	5	23.09	410	Suffolk St & Stanton St
3331	5	14.6	411	E 6 St & Avenue D
3364	5	3.7	412	Forsyth St & Canal St
3385	5	0	415	Pearl St & Hanover Square
3422	5	4.14	417	Barclay St & Church St
3438	5	0	422	W 59 St & 10 Ave
3469	5	0	423	W 54 St & 9 Ave
3485	5	1.53	426	West St & Chambers St
3513	5	0	427	State St
3538	5	5.23	428	E 3 St & 1 Ave
3563	5	22.22	432	E 7 St & Avenue A
3593	5	20.48	433	E 13 St & Avenue A
3622	5	0.87	434	9 Ave & W 18 St
3649	5	0	435	W 21 St & 6 Ave
3684	5	13.83	438	St Marks Pl & 1 Ave
3702	5	1.53	439	E 4 St & 2 Ave
3734	5	0	440	E 45 St & 3 Ave
3752	5	0.65	441	E 52 St & 2 Ave
3771	5	20.26	442	W 27 St & 7 Ave
3797	5	0.65	444	Broadway & W 24 St
3825	5	29.08	445	E 10 St & Avenue A
3855	5	10.24	446	W 24 St & 7 Ave
3876	5	0	447	8  Ave & W 52 St
3901	5	21.68	448	W 37 St & 10 Ave
3931	5	0	449	52 St & 9 Ave
3960	5	10.13	453	W 22 St & 8 Ave
3979	5	1.96	455	1 Ave & E 44 St
4005	5	0	456	E 53 St & Madison Ave
4032	5	0	457	Broadway & W 57 St
4057	5	0	458	W 22 St & 11 Ave
4084	5	0	459	W 18 St & 11 Ave
4110	5	8.82	461	E 20 St & 2 Ave
4138	5	5.23	462	W 22 St & 10 Ave
4161	5	1.96	463	9 Ave & W 16 St
4189	5	21.46	465	Broadway & W 41 St
4221	5	0	466	W 25 St & 6 Ave
4248	5	0	468	Broadway & W 55 St
4268	5	0	469	Broadway & W 53 St
4295	5	5.45	470	W 20 St & 8 Ave
4338	5	0	472	E 32 St & Park Av
4368	5	8.06	473	Rivington St & Chrystie St
4392	5	0	474	5 Ave & E 29 St
4415	5	0	475	E 16 St & Irving Pl
4437	5	0.33	476	E 31 St & 3 Ave
4449	5	0.65	477	W 41 St & 8 Ave
4489	5	11.55	478	11 Ave & W 41 St
4504	5	1.74	479	9 Ave & W 45 St
4535	5	10.57	480	W 53 St & 10 Ave
4567	5	5.23	482	W 15 St & 7 Ave
4586	5	1.53	483	E 12 St & 3 Ave
4606	5	0	484	W 44 St & 5 Ave
4645	5	0	485	W 37 St & 5 Ave
4663	5	0	486	Broadway & W 29 St
4699	5	15.47	487	E 20 St & FDR Drive
4713	5	1.74	488	W 39 St & 9 Ave
4746	5	0.65	489	10 Ave & W 28 St
4765	5	0.98	490	W 33 St & 8 Ave
4797	5	0	491	E 24 St & Park Ave S
4819	5	0	492	W 33 St & 7 Ave
4838	5	0	493	W 45 St & 6 Ave
4868	5	1.63	494	W 26 St & 8 Ave
4889	5	13.18	495	W 47 St & 10 Ave
4916	5	0.22	496	E 16 St & 5 Ave
4943	5	0	497	E 17 St & Broadway
4979	5	0.11	498	Broadway & W 32 St
5007	5	0	499	Broadway & W 60 St
5026	5	0	500	Broadway & W 51 St
5045	5	0	501	FDR Drive & E 35 St
5072	5	0	503	E 20 St & Park Ave
5102	5	24.18	504	1 Ave & E 15 St
5123	5	1.31	505	6 Ave & W 33 St
5154	5	2.29	507	E 25 St & 2 Ave
5185	5	15.58	508	W 46 St & 11 Ave
5201	5	4.58	509	9 Ave & W 22 St
5236	5	35.95	510	W 51 St & 6 Ave
5275	5	15.14	511	E 14 St & Avenue B
5280	5	0.11	513	W 56 St & 10 Ave
5309	5	8.93	514	12 Ave & W 40 St
5332	5	3.81	515	W 43 St & 10 Ave
5366	5	5.88	516	E 47 St & 1 Ave
5389	5	1.31	517	Pershing Square S
5412	5	0	518	E 39 St & 2 Ave
5435	5	0	519	Pershing Square N
5471	5	0.11	520	W 52 St & 5 Ave
5507	5	0.87	521	8 Ave & W 31 St
5526	5	14.49	522	E 51 St & Lexington Ave
5543	5	1.74	523	W 38 St & 8 Ave
5568	5	1.09	524	W 43 St & 6 Ave
5597	5	0	525	W 34 St & 11 Ave
5620	5	0.65	526	E 33 St & 5 Ave
5646	5	0	527	E 33 St & 1 Ave
5670	5	0.54	528	2 Ave & E 30 St
5704	5	1.09	529	W 42 St & 8 Ave
5724	5	2.51	530	11 Av & 59 St
5752	5	4.9	531	Forsyth St & Broome St
5793	5	0	533	Broadway & W 39 St
5804	5	0	534	Water - Whitehall Plaza
5829	5	0.11	536	1 Ave & E 30 St
5854	5	5.23	537	Lexington Ave & E 24 St
5879	5	0	540	Lexington Ave & E 26 St
5906	5	30.94	545	E 23 St & 1 Ave
5930	5	0	546	E 30 St & Park Ave S
5960	5	26.47	2003	1 Ave & 18 St
5986	5	0.65	2004	Spring St & 6 Ave
6030	5	0.54	2006	Central Park S & 6 Ave
6040	5	0	2017	E 43 St & 2 Ave
6064	5	0	2021	W 45 St & 8 Ave
6088	5	0	2023	E 55 St & Lexington Ave
6125	5	4.14	3002	South End Av & Liberty St
6144	5	18.19	2009	Catherine St & Monroe St
6168	5	0	2010	Grand St & Greene St
6193	5	0.65	2022	E 59 St & Sutton Pl
6216	5	19.83	502	E Broadway & Grand St
6242	5	0	2012	E 27 St & 1 Ave
6291	5	8.39	2008	Little West St & 1 Pl
6310	5	5.66	3016	W 23 & 8 Ave
6324	5	5.56	3131	Coming soon: E 63 St & York Ave 
6356	5	0.11	3132	E 59 St & Madison Ave
6382	5	0.33	3134	3 Ave & E 62 St
6404	5	0.22	3142	1 Ave & E 62 St
6440	5	0	3223	E 55 St & 3 Ave
6468	5	0.11	3224	W 13 St & Hudson St
6490	5	7.41	3230	Penn Station Valet
6517	5	0	3233	E 48 St & 5 Ave
6552	5	0	3235	E 41 St & Madison Ave
6575	5	4.25	3236	PABT Valet
19	6	1.96	72	W 52 St & 11 Ave
50	6	0	79	Franklin St & W Broadway
60	6	3.49	82	St James Pl & Pearl St
79	6	0.87	116	W 17 St & 8 Ave
106	6	4.36	127	Barrow St & Hudson St
140	6	0	128	MacDougal St & Prince St
163	6	0.11	137	Henry St & Grand St
193	6	0.55	146	Hudson St & Reade St
217	6	1.53	147	Greenwich St & Warren St
257	6	7.09	150	E 2 St & Avenue C
286	6	0	151	Cleveland Pl & Spring St
296	6	3.38	152	Warren St & Church St
315	6	0	153	E 40 St & 5 Ave
345	6	0	160	E 37 St & Lexington Ave
367	6	0.22	161	LaGuardia Pl & W 3 St
392	6	0	164	E 47 St & 2 Ave
419	6	0	167	E 39 St & 3 Av
445	6	0	168	W 18 St & 6 Av
469	6	0	173	Broadway & W 49 St
512	6	2.07	174	E 25 St & 1 Ave
526	6	0	195	Liberty St & Broadway
547	6	0	212	W 16 St & The High Line
575	6	51.15	223	W 13 St & 7 Ave
599	6	0	224	Spruce St & Nassau St
633	6	0	225	W 14 St & The High Line
664	6	0	228	E 48 St & 3 Ave
678	6	0.22	229	Great Jones St
705	6	0.44	236	St Marks Pl & 2 Ave
737	6	0.76	237	E 11 Street & 2 Avenue
763	6	1.2	238	Bank St & Washington St
801	6	6.65	247	Perry St & Bleecker St
819	6	0.76	248	Laight St & Hudson St
852	6	1.74	249	Harrison St & Hudson St
870	6	0	250	Lafayette St & Jersey St
892	6	0.98	251	Mott St & Prince St
924	6	1.2	252	MacDougal St & Washington Sq
951	6	0.11	253	W 13 St & 5 Ave
987	6	0.11	254	W 11 St & 6 Ave
1010	6	0.33	257	Lispenard St & Broadway
