variable	value	label
4487	13	2.07	W 45 St & 6 Ave
4488	9	33.66	W 45 St & 6 Ave
4489	10	0.87	W 26 St & 8 Ave
4490	14	0.33	W 26 St & 8 Ave
4491	22	2.52	W 26 St & 8 Ave
4492	15	0.55	W 26 St & 8 Ave
4493	2	2.73	W 26 St & 8 Ave
4494	18	5.51	W 26 St & 8 Ave
4495	23	4.5	W 26 St & 8 Ave
4496	11	0.54	W 26 St & 8 Ave
4497	19	5.26	W 26 St & 8 Ave
4498	3	3.27	W 26 St & 8 Ave
4499	5	1.63	W 26 St & 8 Ave
4500	6	1.53	W 26 St & 8 Ave
4501	4	2.07	W 26 St & 8 Ave
4502	12	0.33	W 26 St & 8 Ave
4503	20	2.96	W 26 St & 8 Ave
4504	7	0.65	W 26 St & 8 Ave
4505	21	2.08	W 26 St & 8 Ave
4506	0	2	W 26 St & 8 Ave
4507	1	2.32	W 26 St & 8 Ave
4508	17	5.59	W 26 St & 8 Ave
4509	16	0.87	W 26 St & 8 Ave
4510	8	0	W 26 St & 8 Ave
4511	9	0.22	W 26 St & 8 Ave
4512	13	0.11	W 26 St & 8 Ave
4513	10	0.11	W 47 St & 10 Ave
4514	22	19.3	W 47 St & 10 Ave
4515	11	0.44	W 47 St & 10 Ave
4516	12	0.33	W 47 St & 10 Ave
4517	6	3.16	W 47 St & 10 Ave
4518	7	0	W 47 St & 10 Ave
4519	2	23.17	W 47 St & 10 Ave
4520	19	6.91	W 47 St & 10 Ave
4521	23	19.59	W 47 St & 10 Ave
4522	18	4.74	W 47 St & 10 Ave
4523	15	0.65	W 47 St & 10 Ave
4524	4	22.98	W 47 St & 10 Ave
4525	14	0.55	W 47 St & 10 Ave
4526	5	13.18	W 47 St & 10 Ave
4527	16	1.09	W 47 St & 10 Ave
4528	21	13.93	W 47 St & 10 Ave
4529	8	0.33	W 47 St & 10 Ave
4530	3	22.77	W 47 St & 10 Ave
4531	17	0.99	W 47 St & 10 Ave
4532	9	0	W 47 St & 10 Ave
4533	0	29.22	W 47 St & 10 Ave
4534	1	27.4	W 47 St & 10 Ave
4535	20	9.2	W 47 St & 10 Ave
4536	13	0.44	W 47 St & 10 Ave
4537	10	22.11	E 16 St & 5 Ave
4538	15	6.76	E 16 St & 5 Ave
4539	23	0.11	E 16 St & 5 Ave
4540	22	0.11	E 16 St & 5 Ave
4541	11	20.48	E 16 St & 5 Ave
4542	14	10.47	E 16 St & 5 Ave
4543	18	0	E 16 St & 5 Ave
4544	7	0.44	E 16 St & 5 Ave
4545	6	0.33	E 16 St & 5 Ave
4546	19	0.11	E 16 St & 5 Ave
4547	2	0.66	E 16 St & 5 Ave
4548	3	0.65	E 16 St & 5 Ave
4549	16	4.68	E 16 St & 5 Ave
4550	0	0.44	E 16 St & 5 Ave
4551	1	0.11	E 16 St & 5 Ave
4552	12	13.3	E 16 St & 5 Ave
4553	17	0.99	E 16 St & 5 Ave
4554	9	9.26	E 16 St & 5 Ave
4555	5	0.22	E 16 St & 5 Ave
4556	13	9.8	E 16 St & 5 Ave
4557	4	0.65	E 16 St & 5 Ave
4558	20	0.22	E 16 St & 5 Ave
4559	21	0	E 16 St & 5 Ave
4560	8	0.66	E 16 St & 5 Ave
4561	11	10.68	E 17 St & Broadway
4562	23	0	E 17 St & Broadway
4563	14	9.27	E 17 St & Broadway
4564	10	17.54	E 17 St & Broadway
4565	19	0	E 17 St & Broadway
4566	2	0	E 17 St & Broadway
4567	7	0	E 17 St & Broadway
4568	15	8.18	E 17 St & Broadway
4569	6	0	E 17 St & Broadway
4570	3	0	E 17 St & Broadway
4571	18	0.11	E 17 St & Broadway
4572	4	0	E 17 St & Broadway
4573	17	1.53	E 17 St & Broadway
4574	5	0	E 17 St & Broadway
4575	12	12.98	E 17 St & Broadway
4576	22	0	E 17 St & Broadway
4577	16	4.58	E 17 St & Broadway
4578	21	0	E 17 St & Broadway
4579	8	1.31	E 17 St & Broadway
4580	0	0	E 17 St & Broadway
4581	9	18.3	E 17 St & Broadway
4582	13	12.64	E 17 St & Broadway
4583	20	0	E 17 St & Broadway
4584	1	0	E 17 St & Broadway
4585	15	0	Broadway & W 32 St
4586	11	0	Broadway & W 32 St
4587	4	0	Broadway & W 32 St
4588	12	0	Broadway & W 32 St
4589	23	0.11	Broadway & W 32 St
4590	18	1.76	Broadway & W 32 St
4591	22	0.11	Broadway & W 32 St
4592	19	0	Broadway & W 32 St
4593	14	0.11	Broadway & W 32 St
4594	16	0.22	Broadway & W 32 St
4595	8	0.44	Broadway & W 32 St
4596	17	3.5	Broadway & W 32 St
4597	7	0	Broadway & W 32 St
4598	3	0	Broadway & W 32 St
4599	6	0.11	Broadway & W 32 St
4600	1	0	Broadway & W 32 St
4601	0	0	Broadway & W 32 St
4602	20	0	Broadway & W 32 St
4603	5	0.11	Broadway & W 32 St
4604	21	0	Broadway & W 32 St
4605	13	0	Broadway & W 32 St
4606	10	0	Broadway & W 32 St
4607	2	0	Broadway & W 32 St
4608	9	0.22	Broadway & W 32 St
4609	18	0	Broadway & W 60 St
4610	19	0	Broadway & W 60 St
4611	0	0	Broadway & W 60 St
4612	23	0	Broadway & W 60 St
4613	15	0	Broadway & W 60 St
4614	22	0	Broadway & W 60 St
4615	17	0	Broadway & W 60 St
4616	20	0.11	Broadway & W 60 St
4617	3	0	Broadway & W 60 St
4618	1	0	Broadway & W 60 St
4619	9	0.11	Broadway & W 60 St
4620	7	0.22	Broadway & W 60 St
4621	8	0.22	Broadway & W 60 St
4622	4	0	Broadway & W 60 St
4623	21	0	Broadway & W 60 St
4624	10	0.11	Broadway & W 60 St
4625	11	0.22	Broadway & W 60 St
4626	6	0.11	Broadway & W 60 St
4627	5	0	Broadway & W 60 St
4628	13	0	Broadway & W 60 St
4629	14	0	Broadway & W 60 St
4630	16	0	Broadway & W 60 St
4631	12	0	Broadway & W 60 St
4632	2	0	Broadway & W 60 St
4633	19	0	Broadway & W 51 St
4634	20	0	Broadway & W 51 St
4635	4	0	Broadway & W 51 St
4636	1	0	Broadway & W 51 St
4637	9	17.76	Broadway & W 51 St
4638	7	0.54	Broadway & W 51 St
4639	23	0	Broadway & W 51 St
4640	8	6.33	Broadway & W 51 St
4641	12	4.47	Broadway & W 51 St
4642	10	12.31	Broadway & W 51 St
4643	14	1.53	Broadway & W 51 St
4644	3	0	Broadway & W 51 St
4645	5	0	Broadway & W 51 St
4646	0	0	Broadway & W 51 St
4647	17	0.22	Broadway & W 51 St
4648	21	0	Broadway & W 51 St
4649	16	0.33	Broadway & W 51 St
4650	22	0	Broadway & W 51 St
4651	6	0	Broadway & W 51 St
4652	11	4.9	Broadway & W 51 St
4653	18	0	Broadway & W 51 St
4654	13	2.61	Broadway & W 51 St
4655	2	0	Broadway & W 51 St
4656	15	0.44	Broadway & W 51 St
4657	12	0.11	FDR Drive & E 35 St
4658	1	0	FDR Drive & E 35 St
4659	5	0	FDR Drive & E 35 St
4660	9	0	FDR Drive & E 35 St
4661	23	0.79	FDR Drive & E 35 St
4662	11	0	FDR Drive & E 35 St
4663	4	0	FDR Drive & E 35 St
4664	8	0	FDR Drive & E 35 St
4665	17	1.1	FDR Drive & E 35 St
4666	7	0	FDR Drive & E 35 St
4667	19	2.08	FDR Drive & E 35 St
4668	3	0	FDR Drive & E 35 St
4669	10	0	FDR Drive & E 35 St
4670	14	0.55	FDR Drive & E 35 St
4671	18	1.1	FDR Drive & E 35 St
4672	22	0.66	FDR Drive & E 35 St
4673	6	0.22	FDR Drive & E 35 St
4674	0	0.67	FDR Drive & E 35 St
4675	21	0.33	FDR Drive & E 35 St
4676	13	0	FDR Drive & E 35 St
4677	15	1.09	FDR Drive & E 35 St
4678	20	0.66	FDR Drive & E 35 St
4679	16	2.18	FDR Drive & E 35 St
4680	2	0	FDR Drive & E 35 St
4681	1	0	E 20 St & Park Ave
4682	4	0	E 20 St & Park Ave
4683	9	7.84	E 20 St & Park Ave
4684	14	2.4	E 20 St & Park Ave
4685	11	5.66	E 20 St & Park Ave
4686	5	0	E 20 St & Park Ave
4687	12	4.58	E 20 St & Park Ave
4688	17	0.11	E 20 St & Park Ave
4689	21	0	E 20 St & Park Ave
4690	13	2.18	E 20 St & Park Ave
4691	3	0	E 20 St & Park Ave
4692	0	0	E 20 St & Park Ave
4693	23	0	E 20 St & Park Ave
4694	16	0.87	E 20 St & Park Ave
4695	22	0	E 20 St & Park Ave
4696	10	7.3	E 20 St & Park Ave
4697	2	0	E 20 St & Park Ave
4698	18	0	E 20 St & Park Ave
4699	20	0.22	E 20 St & Park Ave
4700	8	1.2	E 20 St & Park Ave
4701	15	1.53	E 20 St & Park Ave
4702	7	0.98	E 20 St & Park Ave
4703	6	0.11	E 20 St & Park Ave
4704	19	0	E 20 St & Park Ave
4705	1	33.48	1 Ave & E 15 St
4706	9	18.95	1 Ave & E 15 St
4707	21	35.31	1 Ave & E 15 St
4708	5	24.18	1 Ave & E 15 St
4709	12	17.99	1 Ave & E 15 St
4710	17	18.07	1 Ave & E 15 St
4711	23	33.56	1 Ave & E 15 St
4712	11	18.3	1 Ave & E 15 St
4713	22	31.91	1 Ave & E 15 St
4714	10	18.74	1 Ave & E 15 St
4715	14	18.32	1 Ave & E 15 St
4716	7	18.85	1 Ave & E 15 St
4717	4	26.14	1 Ave & E 15 St
4718	8	19	1 Ave & E 15 St
4719	15	18.32	1 Ave & E 15 St
4720	2	30.82	1 Ave & E 15 St
4721	16	18.3	1 Ave & E 15 St
4722	6	20.5	1 Ave & E 15 St
4723	3	27.23	1 Ave & E 15 St
4724	0	32.78	1 Ave & E 15 St
4725	18	19.63	1 Ave & E 15 St
4726	13	18.3	1 Ave & E 15 St
4727	19	29.06	1 Ave & E 15 St
4728	20	35.05	1 Ave & E 15 St
4729	9	0	6 Ave & W 33 St
4730	1	0	6 Ave & W 33 St
4731	5	1.31	6 Ave & W 33 St
4732	17	10.51	6 Ave & W 33 St
4733	10	0.11	6 Ave & W 33 St
4734	23	0.34	6 Ave & W 33 St
4735	4	0.98	6 Ave & W 33 St
4736	22	0.11	6 Ave & W 33 St
4737	12	0	6 Ave & W 33 St
4738	14	0.33	6 Ave & W 33 St
4739	18	4.41	6 Ave & W 33 St
4740	13	0	6 Ave & W 33 St
4741	3	0.65	6 Ave & W 33 St
4742	0	0.33	6 Ave & W 33 St
4743	21	0.11	6 Ave & W 33 St
4744	11	0	6 Ave & W 33 St
4745	6	0.33	6 Ave & W 33 St
4746	15	0.33	6 Ave & W 33 St
4747	7	0.33	6 Ave & W 33 St
4748	20	0.22	6 Ave & W 33 St
4749	16	2.83	6 Ave & W 33 St
4750	8	0.22	6 Ave & W 33 St
4751	2	0.44	6 Ave & W 33 St
4752	19	0.44	6 Ave & W 33 St
4753	1	3.98	E 25 St & 2 Ave
4754	9	0.22	E 25 St & 2 Ave
4755	22	2.52	E 25 St & 2 Ave
4756	14	0	E 25 St & 2 Ave
4757	5	2.29	E 25 St & 2 Ave
4758	11	0.65	E 25 St & 2 Ave
4759	12	0.22	E 25 St & 2 Ave
4760	17	0	E 25 St & 2 Ave
4761	21	0.55	E 25 St & 2 Ave
4762	18	0	E 25 St & 2 Ave
4763	6	0.11	E 25 St & 2 Ave
4764	10	0.33	E 25 St & 2 Ave
4765	2	3.83	E 25 St & 2 Ave
4766	23	4.28	E 25 St & 2 Ave
4767	4	4.03	E 25 St & 2 Ave
4768	8	0.22	E 25 St & 2 Ave
4769	0	3.56	E 25 St & 2 Ave
4770	19	0.66	E 25 St & 2 Ave
4771	16	0	E 25 St & 2 Ave
4772	3	5.01	E 25 St & 2 Ave
4773	15	0	E 25 St & 2 Ave
4774	7	0	E 25 St & 2 Ave
4775	13	0.54	E 25 St & 2 Ave
4776	20	0.77	E 25 St & 2 Ave
4777	1	15.91	W 46 St & 11 Ave
4778	9	1.96	W 46 St & 11 Ave
4779	17	0	W 46 St & 11 Ave
4780	5	15.58	W 46 St & 11 Ave
4781	6	18.21	W 46 St & 11 Ave
4782	10	3.27	W 46 St & 11 Ave
4783	14	0.55	W 46 St & 11 Ave
4784	22	9.43	W 46 St & 11 Ave
4785	4	19.61	W 46 St & 11 Ave
4786	12	0.44	W 46 St & 11 Ave
4787	15	0.44	W 46 St & 11 Ave
4788	18	0.88	W 46 St & 11 Ave
4789	11	2.29	W 46 St & 11 Ave
4790	13	0.22	W 46 St & 11 Ave
4791	8	1.75	W 46 St & 11 Ave
4792	23	14.3	W 46 St & 11 Ave
4793	21	4.06	W 46 St & 11 Ave
4794	16	0.44	W 46 St & 11 Ave
4795	3	19.5	W 46 St & 11 Ave
4796	2	17.49	W 46 St & 11 Ave
4797	7	9.8	W 46 St & 11 Ave
4798	20	1.42	W 46 St & 11 Ave
4799	19	1.54	W 46 St & 11 Ave
4800	0	15	W 46 St & 11 Ave
4801	1	19.45	9 Ave & W 22 St
4802	5	4.58	9 Ave & W 22 St
4803	22	24.12	9 Ave & W 22 St
4804	9	0	9 Ave & W 22 St
4805	14	1.53	9 Ave & W 22 St
4806	18	25.03	9 Ave & W 22 St
4807	21	23.36	9 Ave & W 22 St
4808	6	0.55	9 Ave & W 22 St
4809	10	0.22	9 Ave & W 22 St
4810	2	13.22	9 Ave & W 22 St
4811	7	0	9 Ave & W 22 St
4812	13	0.44	9 Ave & W 22 St
4813	23	26.58	9 Ave & W 22 St
4814	17	14.02	9 Ave & W 22 St
4815	4	11.55	9 Ave & W 22 St
4816	11	0.98	9 Ave & W 22 St
4817	16	3.7	9 Ave & W 22 St
4818	15	2.18	9 Ave & W 22 St
4819	19	23.46	9 Ave & W 22 St
4820	12	0.11	9 Ave & W 22 St
4821	20	21.8	9 Ave & W 22 St
4822	8	0	9 Ave & W 22 St
4823	0	23.67	9 Ave & W 22 St
4824	3	12.09	9 Ave & W 22 St
4825	2	35.74	W 51 St & 6 Ave
4826	14	37.3	W 51 St & 6 Ave
4827	7	37.04	W 51 St & 6 Ave
4828	23	36.04	W 51 St & 6 Ave
4829	18	35.94	W 51 St & 6 Ave
4830	22	36.18	W 51 St & 6 Ave
4831	9	54.47	W 51 St & 6 Ave
4832	17	36.36	W 51 St & 6 Ave
4833	5	35.95	W 51 St & 6 Ave
4834	21	36.18	W 51 St & 6 Ave
4835	6	35.99	W 51 St & 6 Ave
4836	15	36.86	W 51 St & 6 Ave
4837	11	45.42	W 51 St & 6 Ave
4838	8	46.18	W 51 St & 6 Ave
4839	13	37.91	W 51 St & 6 Ave
4840	3	35.95	W 51 St & 6 Ave
4841	10	50	W 51 St & 6 Ave
4842	0	36	W 51 St & 6 Ave
4843	12	39.69	W 51 St & 6 Ave
4844	16	36.6	W 51 St & 6 Ave
4845	19	36.18	W 51 St & 6 Ave
4846	4	35.95	W 51 St & 6 Ave
4847	20	36.25	W 51 St & 6 Ave
4848	1	35.8	W 51 St & 6 Ave
4849	18	20.84	E 14 St & Avenue B
4850	7	6.43	E 14 St & Avenue B
4851	15	0	E 14 St & Avenue B
4852	11	1.2	E 14 St & Avenue B
4853	6	3.16	E 14 St & Avenue B
4854	22	2.19	E 14 St & Avenue B
4855	14	0	E 14 St & Avenue B
4856	21	1.1	E 14 St & Avenue B
4857	13	0	E 14 St & Avenue B
4858	20	1.2	E 14 St & Avenue B
4859	19	5.37	E 14 St & Avenue B
4860	4	35.19	E 14 St & Avenue B
4861	12	0	E 14 St & Avenue B
4862	0	24.33	E 14 St & Avenue B
4863	23	12.27	E 14 St & Avenue B
4864	3	35.62	E 14 St & Avenue B
4865	10	1.53	E 14 St & Avenue B
4866	16	0.11	E 14 St & Avenue B
4867	2	34.75	E 14 St & Avenue B
4868	17	3.18	E 14 St & Avenue B
4869	8	1.2	E 14 St & Avenue B
4870	1	32.38	E 14 St & Avenue B
4871	9	0.11	E 14 St & Avenue B
4872	5	15.14	E 14 St & Avenue B
4873	7	0.33	W 56 St & 10 Ave
4874	17	0	W 56 St & 10 Ave
4875	18	0	W 56 St & 10 Ave
4876	12	0	W 56 St & 10 Ave
4877	20	0	W 56 St & 10 Ave
4878	23	0	W 56 St & 10 Ave
4879	11	0	W 56 St & 10 Ave
4880	19	0	W 56 St & 10 Ave
4881	0	0	W 56 St & 10 Ave
4882	10	0	W 56 St & 10 Ave
4883	21	0	W 56 St & 10 Ave
4884	22	0	W 56 St & 10 Ave
4885	1	0.33	W 56 St & 10 Ave
4886	9	0	W 56 St & 10 Ave
4887	13	0	W 56 St & 10 Ave
4888	15	0	W 56 St & 10 Ave
4889	8	0	W 56 St & 10 Ave
4890	6	1.53	W 56 St & 10 Ave
4891	2	0.22	W 56 St & 10 Ave
4892	14	0	W 56 St & 10 Ave
4893	3	0	W 56 St & 10 Ave
4894	16	0	W 56 St & 10 Ave
4895	5	0.11	W 56 St & 10 Ave
4896	4	0	W 56 St & 10 Ave
4897	7	3.16	12 Ave & W 40 St
4898	19	5.15	12 Ave & W 40 St
4899	0	11.44	12 Ave & W 40 St
4900	16	0.54	12 Ave & W 40 St
4901	14	1.2	12 Ave & W 40 St
4902	12	0.98	12 Ave & W 40 St
4903	1	10.5	12 Ave & W 40 St
4904	20	6.13	12 Ave & W 40 St
4905	10	0.76	12 Ave & W 40 St
4906	11	0.65	12 Ave & W 40 St
4907	8	0.55	12 Ave & W 40 St
4908	22	8.44	12 Ave & W 40 St
4909	9	0.11	12 Ave & W 40 St
4910	2	9.73	12 Ave & W 40 St
4911	3	8.93	12 Ave & W 40 St
4912	5	8.93	12 Ave & W 40 St
4913	23	10.36	12 Ave & W 40 St
4914	13	0.54	12 Ave & W 40 St
4915	4	10.57	12 Ave & W 40 St
4916	21	9.21	12 Ave & W 40 St
4917	6	4.36	12 Ave & W 40 St
4918	18	3.75	12 Ave & W 40 St
4919	17	0.66	12 Ave & W 40 St
4920	15	0.22	12 Ave & W 40 St
4921	19	5.92	W 43 St & 10 Ave
4922	12	0	W 43 St & 10 Ave
4923	8	0.66	W 43 St & 10 Ave
4924	0	14.67	W 43 St & 10 Ave
4925	11	0	W 43 St & 10 Ave
4926	18	2.54	W 43 St & 10 Ave
4927	1	18.56	W 43 St & 10 Ave
4928	14	0	W 43 St & 10 Ave
4929	4	19.06	W 43 St & 10 Ave
4930	3	23.09	W 43 St & 10 Ave
4931	7	1.09	W 43 St & 10 Ave
4932	10	0	W 43 St & 10 Ave
4933	2	21.2	W 43 St & 10 Ave
4934	21	9.21	W 43 St & 10 Ave
4935	20	7.78	W 43 St & 10 Ave
4936	9	0	W 43 St & 10 Ave
4937	13	0	W 43 St & 10 Ave
4938	6	4.03	W 43 St & 10 Ave
4939	5	3.81	W 43 St & 10 Ave
4940	16	0	W 43 St & 10 Ave
4941	15	0	W 43 St & 10 Ave
4942	17	0.88	W 43 St & 10 Ave
4943	23	13.63	W 43 St & 10 Ave
4944	22	12.83	W 43 St & 10 Ave
4945	4	5.88	E 47 St & 1 Ave
4946	7	5.77	E 47 St & 1 Ave
4947	12	10.69	E 47 St & 1 Ave
4948	11	11.11	E 47 St & 1 Ave
4949	20	5.91	E 47 St & 1 Ave
4950	14	8.07	E 47 St & 1 Ave
4951	2	5.9	E 47 St & 1 Ave
4952	0	6	E 47 St & 1 Ave
4953	1	5.97	E 47 St & 1 Ave
4954	16	6.43	E 47 St & 1 Ave
4955	13	9.37	E 47 St & 1 Ave
4956	21	5.92	E 47 St & 1 Ave
4957	8	5.57	E 47 St & 1 Ave
4958	23	6.08	E 47 St & 1 Ave
4959	10	12.42	E 47 St & 1 Ave
4960	6	5.89	E 47 St & 1 Ave
4961	3	5.88	E 47 St & 1 Ave
4962	5	5.88	E 47 St & 1 Ave
4963	9	8.61	E 47 St & 1 Ave
4964	17	6.13	E 47 St & 1 Ave
4965	18	5.95	E 47 St & 1 Ave
4966	19	5.81	E 47 St & 1 Ave
4967	15	8.4	E 47 St & 1 Ave
4968	22	5.92	E 47 St & 1 Ave
4969	0	0.89	Pershing Square S
4970	13	1.2	Pershing Square S
4971	12	0.76	Pershing Square S
4972	7	0.44	Pershing Square S
4973	10	0.87	Pershing Square S
4974	11	0.54	Pershing Square S
4975	20	0.44	Pershing Square S
4976	16	1.31	Pershing Square S
4977	9	0	Pershing Square S
4978	14	0.33	Pershing Square S
4979	8	0.33	Pershing Square S
4980	1	1.33	Pershing Square S
4981	23	0.9	Pershing Square S
4982	17	0.77	Pershing Square S
4983	4	0.65	Pershing Square S
4984	3	0.98	Pershing Square S
4985	5	1.31	Pershing Square S
4986	15	0.65	Pershing Square S
4987	2	1.2	Pershing Square S
4988	18	0.22	Pershing Square S
4989	19	0.11	Pershing Square S
4990	21	1.21	Pershing Square S
4991	22	0.22	Pershing Square S
4992	6	0.65	Pershing Square S
4993	0	0	E 39 St & 2 Ave
4994	7	0	E 39 St & 2 Ave
4995	8	0	E 39 St & 2 Ave
4996	9	0.98	E 39 St & 2 Ave
4997	4	0	E 39 St & 2 Ave
4998	20	0	E 39 St & 2 Ave
4999	16	0.22	E 39 St & 2 Ave
5000	12	0	E 39 St & 2 Ave
5001	11	0.54	E 39 St & 2 Ave
5002	1	0	E 39 St & 2 Ave
5003	23	0	E 39 St & 2 Ave
5004	19	0	E 39 St & 2 Ave
5005	14	0.44	E 39 St & 2 Ave
5006	21	0	E 39 St & 2 Ave
5007	5	0	E 39 St & 2 Ave
5008	22	0	E 39 St & 2 Ave
5009	13	0.11	E 39 St & 2 Ave
5010	2	0	E 39 St & 2 Ave
5011	3	0	E 39 St & 2 Ave
5012	10	1.09	E 39 St & 2 Ave
5013	17	0.22	E 39 St & 2 Ave
5014	18	0	E 39 St & 2 Ave
5015	15	0.11	E 39 St & 2 Ave
5016	6	0	E 39 St & 2 Ave
5017	0	0	Pershing Square N
5018	1	0	Pershing Square N
5019	20	0	Pershing Square N
5020	12	0	Pershing Square N
5021	5	0	Pershing Square N
5022	4	0	Pershing Square N
5023	21	0	Pershing Square N
5024	11	0	Pershing Square N
5025	8	0	Pershing Square N
5026	7	0	Pershing Square N
5027	13	0	Pershing Square N
5028	2	0	Pershing Square N
5029	3	0	Pershing Square N
5030	16	1.63	Pershing Square N
5031	9	0	Pershing Square N
5032	17	1.1	Pershing Square N
5033	14	0.11	Pershing Square N
5034	10	0	Pershing Square N
5035	23	0	Pershing Square N
5036	15	1.09	Pershing Square N
5037	6	0	Pershing Square N
5038	18	0.33	Pershing Square N
5039	22	0	Pershing Square N
5040	19	0	Pershing Square N
5041	13	0	W 52 St & 5 Ave
5042	21	0	W 52 St & 5 Ave
5043	4	0	W 52 St & 5 Ave
5044	1	0	W 52 St & 5 Ave
5045	12	0	W 52 St & 5 Ave
5046	11	0	W 52 St & 5 Ave
5047	8	0	W 52 St & 5 Ave
5048	0	0	W 52 St & 5 Ave
5049	9	0.11	W 52 St & 5 Ave
5050	17	0	W 52 St & 5 Ave
5051	6	0.76	W 52 St & 5 Ave
5052	5	0.11	W 52 St & 5 Ave
5053	20	0	W 52 St & 5 Ave
5054	15	0.11	W 52 St & 5 Ave
5055	19	0.11	W 52 St & 5 Ave
5056	2	0	W 52 St & 5 Ave
5057	7	5.88	W 52 St & 5 Ave
5058	10	0.44	W 52 St & 5 Ave
5059	14	0	W 52 St & 5 Ave
5060	16	0	W 52 St & 5 Ave
5061	3	0	W 52 St & 5 Ave
5062	23	0	W 52 St & 5 Ave
5063	18	0.11	W 52 St & 5 Ave
5064	22	0	W 52 St & 5 Ave
5065	13	0	8 Ave & W 31 St
5066	5	0.87	8 Ave & W 31 St
5067	4	0.65	8 Ave & W 31 St
5068	17	8	8 Ave & W 31 St
5069	10	0	8 Ave & W 31 St
5070	0	0.44	8 Ave & W 31 St
5071	1	1.33	8 Ave & W 31 St
5072	11	0	8 Ave & W 31 St
5073	21	3.62	8 Ave & W 31 St
5074	20	3.5	8 Ave & W 31 St
5075	7	0	8 Ave & W 31 St
5076	14	0	8 Ave & W 31 St
5077	23	2.36	8 Ave & W 31 St
5078	8	0	8 Ave & W 31 St
5079	2	0.55	8 Ave & W 31 St
5080	16	6.21	8 Ave & W 31 St
5081	6	0.22	8 Ave & W 31 St
5082	15	0.44	8 Ave & W 31 St
5083	9	0	8 Ave & W 31 St
5084	3	0.65	8 Ave & W 31 St
5085	19	5.59	8 Ave & W 31 St
5086	18	5.18	8 Ave & W 31 St
5087	22	2.63	8 Ave & W 31 St
5088	12	0	8 Ave & W 31 St
5089	17	14.35	E 51 St & Lexington Ave
5090	2	14.97	E 51 St & Lexington Ave
5091	6	14.5	E 51 St & Lexington Ave
5092	18	14.44	E 51 St & Lexington Ave
5093	16	15.03	E 51 St & Lexington Ave
5094	9	31.59	E 51 St & Lexington Ave
5095	20	15.12	E 51 St & Lexington Ave
5096	21	15.13	E 51 St & Lexington Ave
5097	13	17.76	E 51 St & Lexington Ave
5098	19	15.02	E 51 St & Lexington Ave
5099	3	14.71	E 51 St & Lexington Ave
5100	15	15.7	E 51 St & Lexington Ave
5101	12	16.79	E 51 St & Lexington Ave
5102	7	15.14	E 51 St & Lexington Ave
5103	23	15.32	E 51 St & Lexington Ave
5104	4	15.03	E 51 St & Lexington Ave
5105	22	15.13	E 51 St & Lexington Ave
5106	14	15.92	E 51 St & Lexington Ave
5107	10	22.88	E 51 St & Lexington Ave
5108	11	20.59	E 51 St & Lexington Ave
5109	5	14.49	E 51 St & Lexington Ave
5110	8	18.78	E 51 St & Lexington Ave
5111	1	15.25	E 51 St & Lexington Ave
5112	0	15.33	E 51 St & Lexington Ave
5113	23	0.68	W 38 St & 8 Ave
5114	5	1.74	W 38 St & 8 Ave
5115	19	1.43	W 38 St & 8 Ave
5116	10	0	W 38 St & 8 Ave
5117	7	0	W 38 St & 8 Ave
5118	15	0	W 38 St & 8 Ave
5119	6	0.33	W 38 St & 8 Ave
5120	18	1.21	W 38 St & 8 Ave
5121	14	0	W 38 St & 8 Ave
5122	11	0	W 38 St & 8 Ave
5123	21	0.88	W 38 St & 8 Ave
5124	16	0.11	W 38 St & 8 Ave
5125	1	1.22	W 38 St & 8 Ave
5126	2	1.86	W 38 St & 8 Ave
5127	0	1.56	W 38 St & 8 Ave
5128	12	0	W 38 St & 8 Ave
5129	20	0.99	W 38 St & 8 Ave
5130	3	1.42	W 38 St & 8 Ave
5131	4	1.85	W 38 St & 8 Ave
5132	9	0	W 38 St & 8 Ave
5133	22	0.22	W 38 St & 8 Ave
5134	8	0	W 38 St & 8 Ave
5135	17	1.1	W 38 St & 8 Ave
5136	13	0	W 38 St & 8 Ave
5137	23	0.11	W 43 St & 6 Ave
5138	10	11.55	W 43 St & 6 Ave
5139	11	8.93	W 43 St & 6 Ave
5140	1	0.66	W 43 St & 6 Ave
5141	2	0.98	W 43 St & 6 Ave
5142	15	2.29	W 43 St & 6 Ave
5143	8	4.04	W 43 St & 6 Ave
5144	7	2.4	W 43 St & 6 Ave
5145	3	1.31	W 43 St & 6 Ave
5146	12	6.65	W 43 St & 6 Ave
5147	19	0.11	W 43 St & 6 Ave
5148	6	1.64	W 43 St & 6 Ave
5149	18	0.11	W 43 St & 6 Ave
5150	0	0.78	W 43 St & 6 Ave
5151	5	1.09	W 43 St & 6 Ave
5152	9	5.66	W 43 St & 6 Ave
5153	17	0.22	W 43 St & 6 Ave
5154	4	1.09	W 43 St & 6 Ave
5155	16	0.98	W 43 St & 6 Ave
5156	20	0.33	W 43 St & 6 Ave
5157	14	2.73	W 43 St & 6 Ave
5158	22	0.11	W 43 St & 6 Ave
5159	13	2.83	W 43 St & 6 Ave
5160	21	0	W 43 St & 6 Ave
5161	11	0.33	W 34 St & 11 Ave
5162	23	0	W 34 St & 11 Ave
5163	10	0.65	W 34 St & 11 Ave
5164	15	0.44	W 34 St & 11 Ave
5165	19	0	W 34 St & 11 Ave
5166	1	0	W 34 St & 11 Ave
5167	3	0	W 34 St & 11 Ave
